document_name,document_date,token_id,form_trans,form_utf,pos_tag,morphology,lemma,lemma_simple,lemma_wsd
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t557,beschediget,beschediget,VVPP,--,beschēdigen,beschedigen,beschēdigen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t559,beanxstet,beanxstet,VVPP,--,beangsten,beangsten,beangsten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t598,bespraken,bespraken,VVPP,--,besprēken,bespreken,besprēken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t600,gedegedinget,gedegedinget,VVPP,--,dēgedingen,degedingen,dēgedingen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t603,gevlegen,gevlegen,VVPP,--,vlêⁱgen,vleigen,vlêⁱgen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t608,gesath,gesath,VVPP,--,setten,setten,setten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t612,tokeren,tokeren,VVINF,--,tôkêren,tokeren,tôkêren
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t633,bigelecht,bigelecht,VVPP,--,bîleggen,bileggen,bîleggen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t635,gesonet,gesonet,VVPP,--,sö̂nen,sonen,sö̂nen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t653,v{R_or}mechtiget,vormechtiget,VVFIN,Sw.3.Sg.Pres.Ind,vormechtigen,vormechtigen,vormechtigen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t658,hefft,hefft,VVFIN,Sw.3.Sg.Pres.Ind,hebben,hebben,hebben
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t664,szaken,szaken,VVINF,--,sāken,saken,sāken²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t666,szaken,szaken,VVINF,--,sāken,saken,sāken²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t667,laten,laten,VVINF,--,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t671,doit,doit,VVFIN,Irr.3.Sg.Pres.Ind,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t703,angelanget,angelanget,VVPP,--,anlangen,anlangen,anlangen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t714,entheuen,entheuen,VVINF,--,en(t)hēven,en(t)heven,en(t)hēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t738,was,was,VVFIN,Irr.3.Sg.Past.Ind,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t740,togesecht,togesecht,VVPP,--,tôseggen,toseggen,tôseggen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t742,gelauet,gelauet,VVPP,--,lōven,loven,lōven⁵
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t764,hebben,hebben,VVINF,--,hebben,hebben,hebben
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t787,wanken,wanken,VVINF,--,wanken,wanken,wanken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t808,henget,henget,VVPP,--,hengen,hengen,hengen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t824,Geuen,Geuen,VVPP,--,gēven,geven,gēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t867,vorbodet,vorbodet,VVPP,--,vorbōden,vorboden,vorbōden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t885,laten,laten,VVPP,--,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t886,vor#geuen,vorgeuen,VVINF,--,vȫrgēven,vorgeven,vȫrgēven¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t906,don,don,VVINF,--,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t914,schege,schege,VVFIN,St-Sw.3.Sg.Past.Konj,schên,schen,schên
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t925,qweme,qweme,VVFIN,St.3.Sg.Past.Konj,kōmen,komen,kōmen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t941,betrachtet,betrachtet,VVPP,--,betrachten,betrachten,betrachten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t945,genome{R_n},genomen,VVPP,--,nēmen,nemen,nēmen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t947,leten,leten,VVFIN,St.3.Pl.Past.*,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t949,beduncken,beduncken,VVINF,--,bedünken,bedunken,bedünken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t970,angesettet,angesettet,VVPP,--,ansetten,ansetten,ansetten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t977,geboden,geboden,VVPP,--,bêden,beden,bêden²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t994,entfange{R_n},entfangen,VVPP,--,entfân,entfan,entfân
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1002,deyt,deyt,VVFIN,Irr.3.Sg.Pres.Ind,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1007,vorplichtet,vorplichtet,VVPP,--,vorplichten,vorplichten,vorplichten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1040,hebben,hebben,VVINF,--,hebben,hebben,hebben
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1057,geuen,geuen,VVINF,--,gēven,geven,gēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1070,syn,syn,VVINF,--,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1084,komen,komen,VVINF,--,kōmen,komen,kōmen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1087,angesettet,angesettet,VVPP,--,ansetten,ansetten,ansetten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1089,bewillet,bewillet,VVPP,--,bewillen,bewillen,bewillen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1098,gehol#den,geholden,VVPP,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1106,gehadt,gehadt,VVPP,--,hebben,hebben,hebben
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1138,holden,holden,VVINF,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1147,hebben,hebben,VVINF,--,hebben,hebben,hebben
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1178,geholden,geholden,VVPP,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1184,laten,laten,VVPP,--,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1185,lesen,lesen,VVINF,--,lēsen,lesen,lēsen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1189,uolget,uolget,VVFIN,Sw.3.Sg.Pres.Ind,volgen,volgen,volgen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1194,deyt,deyt,VVFIN,Irr.3.Sg.Pres.Ind,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1217,tobraken,tobraken,VVPP,--,tõbrēken,tobreken,tõbrēken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1228,ge#bracht,gebracht,VVPP,--,bringen,bringen,bringen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1230,entrichtet,entrichtet,VVPP,--,en(t)richten,en(t)richten,en(t)richten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1241,gekomen,gekomen,VVPP,--,kōmen,komen,kōmen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1262,holden,holden,VVINF,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1264,georsaket,georsaket,VVPP,--,ōrsāken,orsaken,ōrsāken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1302,weten,weten,VVINF,--,wēten,weten,wēten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1317,schaten,schaten,VVINF,--,schōten,schoten,schōten²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1321,beclagen,beclagen,VVINF,--,beklāgen,beklagen,beklāgen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1327,bekamen,bekamen,VVINF,--,bekōmen,bekomen,bekōmen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1340,begeret,begeret,VVFIN,Sw.3.Sg.Pres.Ind,begēren,begeren,begēren
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1375,geuen,geuen,VVINF,--,gēven,geven,gēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1377,werden,werden,VVINF,--,wērden,werden,wērden²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1378,laten,laten,VVINF,--,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1405,setten,setten,VVINF,--,setten,setten,setten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1409,warden,warden,VVINF,--,wārden,warden,wārden¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1420,bringet,bringet,VVFIN,Sw.3.Sg.Pres.Ind,bringen,bringen,bringen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1423,begeret,begeret,VVFIN,Sw.3.Sg.Pres.Ind,begēren,begeren,begēren
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1435,geuen,geuen,VVINF,--,gēven,geven,gēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1437,wesselen,wesselen,VVINF,--,wes(se)len,wes(se)len,wes(se)len
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1438,laten,laten,VVINF,--,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1455,indrenget,indrenget,VVFIN,Sw.3.*.Pres.Ind,indrengen,indrengen,indrengen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1456,Deyt,Deyt,VVFIN,Irr.3.Sg.Pres.Ind,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1470,entleddige,entleddige,VVFIN,Sw.3.Sg.Pres.Konj,entlēdigen,entledigen,entlēdigen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1476,make,make,VVFIN,Sw.3.Sg.Pres.Konj,māken,maken,māken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1480,bewar{R_e},beware,VVFIN,Sw.3.Sg.Pres.Konj,bewāren,bewaren,bewāren³
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1498,angehauen,angehauen,VVPP,--,anhēven,anheven,anhēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1500,gedenket,gedenket,VVFIN,Sw.3.Sg.Pres.Ind,gedenken,gedenken,gedenken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1528,voren,voren,VVFIN,Sw.3.Pl.Pres.*,vö̂ren,voren,vö̂ren¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1556,geforet,geforet,VVPP,--,vö̂ren,voren,vö̂ren¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1567,gedan,gedan,VVPP,--,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1571,don,don,VVFIN,Irr.3.Pl.Pres.*,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1587,Jnriten,Jnriten,VVINF,--,inrîten,inriten,inrîten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1595,trachtende,trachtende,VVPS,--,trachten,trachten,trachten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1615,geslaten,geslaten,VVPP,--,slûten,sluten,slûten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1622,geholden,geholden,VVPP,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1633,voret,voret,VVFIN,Sw.3.Sg.Pres.Ind,vö̂ren,voren,vö̂ren¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1636,sy,sy,VVFIN,Irr.3.Sg.Pres.Konj,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1644,holden,holden,VVINF,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1648,steyt,steyt,VVFIN,Irr.3.Sg.Pres.Ind,stân,stan,stân
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1659,hebben,hebben,VVINF,--,hebben,hebben,hebben
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1664,tokeren,tokeren,VVINF,--,tôkêren,tokeren,tôkêren
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1666,geuen,geuen,VVINF,--,gēven,geven,gēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1669,wil,wil,VVFIN,Irr.3.Sg.Pres.Ind,willen,willen,willen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1704,goforet,goforet,VVPP,--,vö̂ren,voren,vö̂ren¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1708,hebben,hebben,VVINF,--,hebben,hebben,hebben
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1714,doͤn,doͤn,VVINF,--,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1723,Spisen,Spisen,VVINF,--,spîsen,spisen,spîsen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1750,spisen,spisen,VVINF,--,spîsen,spisen,spîsen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1762,nalaten,nalaten,VVINF,--,nâlâten,nalaten,nâlâten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1768,geuen,geuen,VVINF,--,gēven,geven,gēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1786,schencken,schencken,VVINF,--,schenken,schenken,schenken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1799,schencken,schencken,VVINF,--,schenken,schenken,schenken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1820,dede,dede,VVFIN,Irr.3.Sg.Past.*,dôn,don,dôn¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1830,vorderen,vorderen,VVINF,--,vȫrderen,vorderen,vȫrderen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1840,gemanet,gemanet,VVPP,--,mānen,manen,mānen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1853,noeten,noeten,VVINF,--,nôten,noten,nôten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1856,Geslaten,Geslaten,VVPP,--,slûten,sluten,slûten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1861,vorwitliket,vorwitliket,VVPP,--,vorwitlĩken,vorwitliken,vorwitlĩken¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1872,angesettet,angesettet,VVPP,--,ansetten,ansetten,ansetten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1911,belegen,belegen,VVPP,--,beliggen,beliggen,beliggen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1931,leueden,leueden,VVFIN,Sw.3.Pl.Past.*,lēven,leven,lēven³
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1939,gemaket,gemaket,VVPP,--,māken,maken,māken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1950,auergegeuen,auergegeuen,VVPP,--,ȫvergēven,overgeven,ȫvergēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1959,holden,holden,VVINF,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1961,regeren,regeren,VVINF,--,regêren,regeren,regêren
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1962,laten,laten,VVINF,--,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1975,sidt,sidt,VVFIN,St.3.Sg.Pres.Ind,sitten,sitten,sitten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1979,lopet,lopet,VVFIN,St.3.Sg.Pres.Ind,lôpen,lopen,lôpen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t1989,affleggen,affleggen,VVINF,--,afleggen,afleggen,afleggen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2014,affgelecht,affgelecht,VVPP,--,afleggen,afleggen,afleggen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2016,betalt,betalt,VVPP,--,betālen,betalen,betālen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2022,toleggen,toleggen,VVINF,--,tôleggen,toleggen,tôleggen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2023,laten,laten,VVINF,--,lâten,laten,lâten¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2035,enberen,enberen,VVINF,--,en(t)bēren,en(t)beren,en(t)bēren
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2052,betalet,betalet,VVPP,--,betālen,betalen,betālen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2054,entrichtet,entrichtet,VVPP,--,en(t)richten,en(t)richten,en(t)richten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2077,genodiget,genodiget,VVPP,--,nö̂digen,nodigen,nö̂digen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2099,gesath,gesath,VVPP,--,setten,setten,setten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2101,v{R_or}achtet,vorachtet,VVPP,--,vorachten,vorachten,vorachten²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2114,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2123,gedacht,gedacht,VVPP,--,denken,denken,denken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2129,jrrisen,jrrisen,VVINF,--,errîsen,errisen,errîsen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2147,lopen,lopen,VVINF,--,lôpen,lopen,lôpen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2156,affkeren,affkeren,VVINF,--,afkêren,afkeren,afkêren²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2179,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2187,georsaket,georsaket,VVPP,--,ōrsāken,orsaken,ōrsāken
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2198,angesettet,angesettet,VVPP,--,ansetten,ansetten,ansetten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2200,bewilliget,bewilliget,VVPP,--,bewilligen,bewilligen,bewilligen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2202,ansetten,ansetten,VVFIN,Sw.3.Pl.Pres.*,ansetten,ansetten,ansetten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2204,bewillen,bewillen,VVFIN,Sw.3.Pl.Pres.*,bewillen,bewillen,bewillen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2220,beleuet,beleuet,VVPP,--,belêven,beleven,belêven²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2221,bevulbordet,bevulbordet,VVPP,--,bevulbōrden,bevulborden,bevulbōrden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2223,geslaten,geslaten,VVPP,--,slûten,sluten,slûten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2245,geholden,geholden,VVPP,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2262,kamen,kamen,VVINF,--,kōmen,komen,kōmen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2277,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2281,geuen,geuen,VVINF,--,gēven,geven,gēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2289,geholden,geholden,VVPP,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2293,antworden,antworden,VVINF,--,antwōrden,antworden,antwōrden¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2302,holdet,holdet,VVFIN,St.3.Sg.Pres.Ind,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2316,worde,worde,VVFIN,St.3.Sg.Past.Konj,wērden,werden,wērden¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2323,boten,boten,VVINF,--,bö̂ten,boten,bö̂ten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2344,holden,holden,VVINF,--,hōlden,holden,hōlden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2353,au{R_er}geantwordet,auergeantwordet,VVPP,--,ȫverantwōrden,overantworden,ȫverantwōrden
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2359,betalet,betalet,VVPP,--,betālen,betalen,betālen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2361,entrichtet,entrichtet,VVPP,--,en(t)richten,en(t)richten,en(t)richten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2382,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2399,betalet,betalet,VVPP,--,betālen,betalen,betālen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2401,voruoget,voruoget,VVPP,--,vorvö̂gen,vorvogen,vorvö̂gen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2416,schal,schal,VVFIN,Prpr.3.Sg.Pres.Ind,schȫlen,scholen,schȫlen¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2425,vorsammelen,vorsammelen,VVINF,--,vorsāmelen,vorsamelen,vorsāmelen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2435,entfangen,entfangen,VVINF,--,entfân,entfan,entfân
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2446,vorhindert,vorhindert,VVPP,--,vorhinderen,vorhinderen,vorhinderen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2467,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2486,is,is,VVFIN,Irr.3.Sg.Pres.Ind,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2488,bringen,bringen,VVINF,--,bringen,bringen,bringen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2490,vthgeuen,vthgeuen,VVINF,--,ûtgēven,utgeven,ûtgēven
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2514,betalet,betalet,VVPP,--,betālen,betalen,betālen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2516,entrichtet,entrichtet,VVPP,--,en(t)richten,en(t)richten,en(t)richten
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2523,wesen,wesen,VVINF,--,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2534,wesen,wesen,VVINF,--,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2544,wesen,wesen,VVINF,--,wēsen,wesen,wēsen²
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2564,vorscreuen,vorscreuen,VVPP,--,vȫrschrîven,vorschriven,vȫrschrîven¹
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2569,berort,berort,VVPP,--,berö̂ren,beroren,berö̂ren
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2573,bringen,bringen,VVINF,--,bringen,bringen,bringen
Lüneb. Lib. mem.,1408-1614 (ReN-Ausschnitt 1501-1519),t2583,sammelen,sammelen,VVINF,--,sāmelen,samelen,sāmelen
