glottocode	AUTOTYP_area	Name	iso639_3	level	endangerment_status	desc_status	Parent_ID	Language_level_name	Top_genetic_unit_ID	Family_name	Path	Countries	Longitude	Latitude	Macroarea	Isolate	Family_name_isolates_distinct	Top_genetic_unit_ID_isolates_distinct	Language_level_ID	Name_stripped	Name_stripped_no_spaces	Family_color
mati1250	Oceania	Matigsalug Manobo	mbt	language	not endangered	grammar	cent2088	Matigsalug Manobo	aust1307	Austronesian	aust1307/mala1545/grea1284/mano1276/cent2255/east2778/east2742/cent2088/mati1250	PH	125.16	7.72124	Papunesia	No	Austronesian	aust1307	mati1250	Matigsalug Manobo	Matigsalug_Manobo	#25EFE8
mati1253	NE South America	Matipuhy	mzo	language	shifting	wordlist	nucl1656	Matipuhy	cari1283	Cariban	cari1283/kuik1245/nucl1656/mati1253	BR	-53.3994	-12.0456	South America	No	Cariban	cari1283	mati1253	Matipuhy	Matipuhy	#7560EE
mati1255	NE South America	Matís	mpq	language	shifting	long_grammar	mati1254	Matís	pano1259	Pano-Tacanan	pano1259/pano1256/mayo1277/mayo1269/mati1254/mati1255	BR	-70.2079	-4.3553	South America	No	Pano-Tacanan	pano1259	mati1255	Matis	Matis	#28C3A6
mato1250	Inner Asia	Mator-Taigi-Karagas	mtm	language	extinct	grammar_sketch	samo1298	Mator-Taigi-Karagas	ural1272	Uralic	ural1272/samo1298/mato1250	RU	102.856	53.4349	Eurasia	No	Uralic	ural1272	mato1250	MatorTaigiKaragas	MatorTaigiKaragas	#DB63D8
mato1252	N Coast New Guinea	Mato	met	language	not endangered	grammar	belr1234	Mato	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/mato1252	PG	146.859	-5.91639	Papunesia	No	Austronesian	aust1307	mato1252	Mato	Mato	#25EFE8
mats1244	NE South America	Matsés	mcf	language	shifting	long_grammar	mats1243	Matsés	pano1259	Pano-Tacanan	pano1259/pano1256/mayo1277/mayo1269/mats1243/mats1244	BR, PE	-72.6281	-5.73914	South America	No	Pano-Tacanan	pano1259	mats1244	Matses	Matses	#28C3A6
matt1238	California	Mattole	mvb	language	extinct	long_grammar	cali1245	Mattole	atha1245	Athabaskan-Eyak-Tlingit	atha1245/atha1246/atha1247/paci1277/cali1245/matt1238	US	-122.863	40.4321	North America	No	Athabaskan-Eyak-Tlingit	atha1245	matt1238	Mattole	Mattole	#B7DEEB
matu1259	S Africa	Matumbi	mgw	language	not endangered	long_grammar	matu1263	Matumbi	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/rufi1235/rufi1236/matu1263/matu1259	TZ	39.0409	-8.53734	Africa	No	Atlantic-Congo	atla1278	matu1259	Matumbi	Matumbi	#D38D93
matu1261	N Coast New Guinea	Matukar	mjk	language	shifting	specific_feature	nucl1510	Matukar	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/belr1234/bell1262/nucl1510/matu1261	PG	145.779	-4.9078	Papunesia	No	Austronesian	aust1307	matu1261	Matukar	Matukar	#25EFE8
maty1235	African Savannah	Matya Samo	stj	language	not endangered	phonology	mand1437	Matya Samo	mand1469	Mande	mand1469/east2697/bisa1265/samo1302/mand1437/maty1235	BF, ML	-3.25128	13.1027	Africa	No	Mande	mand1469	maty1235	Matya Samo	Matya_Samo	#9DDAB5
maun1240	N Australia	Mawng	mph	language	threatened	long_grammar	iwai1246	Mawng	iwai1246	Iwaidjan Proper	iwai1246/maun1240	AU	133.185	-11.8393	Australia	No	Iwaidjan Proper	iwai1246	maun1240	Mawng	Mawng	#39D28A
maur1240	Southeast Asia	Mauritian Sign Language	lsy	language	not endangered	grammar_sketch	deaf1237	Mauritian Sign Language	sign1238	Sign Language	sign1238/deaf1237/maur1240	MU	57.516667	-20.166667	Africa	No	Sign Language	sign1238	maur1240	Mauritian Sign Language	Mauritian_Sign_Language	#F671A7
mauw1238	N Coast New Guinea	Mauwake	mhl	language	not endangered	long_grammar	kumi1249	Mauwake	nucl1709	Nuclear Trans New Guinea	nucl1709/mada1298/croi1234/kumi1249/mauw1238	PG	145.394	-4.52416	Papunesia	No	Nuclear Trans New Guinea	nucl1709	mauw1238	Mauwake	Mauwake	#FBD87E
mawa1236	African Savannah	Mawa (Nigeria)	wma	language	extinct	overview	unat1236	Mawa (Nigeria)	unat1236	Unattested	unat1236/mawa1236	NG	9.72407	10.8527	Africa	No	Unattested	unat1236	mawa1236	Mawa Nigeria	Mawa_Nigeria	#7284F1
mawa1266	N Coast New Guinea	Mawak	mjj	language	moribund	wordlist	tibo1243	Mawak	nucl1709	Nuclear Trans New Guinea	nucl1709/mada1298/croi1234/tibo1242/tibo1243/mawa1266	PG	145.283	-4.61817	Papunesia	No	Nuclear Trans New Guinea	nucl1709	mawa1266	Mawak	Mawak	#FBD87E
mawa1267	N Coast New Guinea	Mawan	mcz	language	shifting	wordlist	silo1242	Mawan	nucl1709	Nuclear Trans New Guinea	nucl1709/mada1298/croi1234/mabu1247/hans1243/silo1242/mawa1267	PG	145.589	-5.2219	Papunesia	No	Nuclear Trans New Guinea	nucl1709	mawa1267	Mawan	Mawan	#FBD87E
mawa1270	African Savannah	Mawa (Chad)	mcw	language	shifting	specific_feature	east2710	Mawa (Chad)	afro1255	Afro-Asiatic	afro1255/chad1250/east2632/east2633/east2710/mawa1270	TD	18.2999	11.7461	Africa	No	Afro-Asiatic	afro1255	mawa1270	Mawa Chad	Mawa_Chad	#F04EC2
mawa1271	NE South America	Mawayana	mzx	language	nearly extinct	NA	book1242	Mawayana	book1242	Bookkeeping	book1242/mawa1271	GY	-58.5046	1.98815	South America	No	Bookkeeping	book1242	mawa1271	Mawayana	Mawayana	#AC5E9A
mawc1242	Indic	Mawchi	mke	language	not endangered	text	bhil1254	Mawchi	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1322/subc1234/bhil1254/mawc1242	IN	73.9956	21.5724	Eurasia	No	Indo-European	indo1319	mawc1242	Mawchi	Mawchi	#D0E889
maxa1247	NE South America	Maxakalí	mbl	language	shifting	long_grammar	west2636	Maxakalí	nucl1710	Nuclear-Macro-Je	nucl1710/maxa1246/west2636/maxa1247	BR	-40.7891	-16.9402	South America	No	Nuclear-Macro-Je	nucl1710	maxa1247	Maxakali	Maxakali	#5399E5
maxi1236	African Savannah	Maxi Gbe	mxl	language	not endangered	grammar	east2711	Maxi Gbe	atla1278	Atlantic-Congo	atla1278/volt1241/kwav1236/gbee1241/east2711/maxi1236	BJ, TG	1.78181	7.57292	Africa	No	Atlantic-Congo	atla1278	maxi1236	Maxi Gbe	Maxi_Gbe	#D38D93
maya1280	N Australia	Mayaguduna	xmy	language	nearly extinct	grammar_sketch	maya1279	Mayaguduna	pama1250	Pama-Nyungan	pama1250/pama1251/maya1279/maya1280	AU	140.337	-18.1147	Australia	No	Pama-Nyungan	pama1250	maya1280	Mayaguduna	Mayaguduna	#E4DAF7
maya1281	African Savannah	Maya Samo	sym	language	not endangered	wordlist	mand1437	Maya Samo	mand1469	Mande	mand1469/east2697/bisa1265/samo1302/mand1437/maya1281	BF	-2.72732	13.1811	Africa	No	Mande	mand1469	maya1281	Maya Samo	Maya_Samo	#9DDAB5
maya1282	N Coast New Guinea	Misool-Salawati Ma'ya	slz	language	threatened	phonology	raja1258	Misool-Salawati Ma'ya	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/sout2850/sout3229/raja1255/maya1288/raja1258/maya1282	ID	130.909	-1.22329	Papunesia	No	Austronesian	aust1307	maya1282	MisoolSalawati Ma?ya	MisoolSalawati_Ma?ya	#25EFE8
maya1285	Mesoamerica	Mayangna	yan	language	shifting	grammar	sumu1234	Mayangna	misu1242	Misumalpan	misu1242/suma1272/sumu1234/maya1285	NI	-84.3439	14.1259	North America	No	Misumalpan	misu1242	maya1285	Mayangna	Mayangna	#CCAE89
maye1238	S Africa	Mayeka	myc	language	moribund	comparative	ngbi1239	Mayeka	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/abab1240/oldb1234/ngbe1239/ngen1255/ngbi1239/maye1238	CD	17.82247	-1.10038	Africa	No	Atlantic-Congo	atla1278	maye1238	Mayeka	Mayeka	#D38D93
mayk1239	N Australia	Maykulan	mnt	language	extinct	grammar_sketch	nucl1332	Maykulan	pama1250	Pama-Nyungan	pama1250/pama1251/maya1279/nucl1332/mayk1239	AU	140.481	-20.4352	Australia	No	Pama-Nyungan	pama1250	mayk1239	Maykulan	Maykulan	#E4DAF7
mayo1261	S Africa	Mayogo	mdm	language	not endangered	grammar_sketch	mayo1260	Mayogo	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/uban1244/sere1265/ngba1291/ngba1292/east2391/mayo1260/mayo1261	CD	27.8282	2.79827	Africa	No	Atlantic-Congo	atla1278	mayo1261	Mayogo	Mayogo	#D38D93
mayo1262	Oceania	Mayoyao Ifugao	ifu	language	not endangered	specific_feature	bata1319	Mayoyao Ifugao	aust1307	Austronesian	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nort3240/nucl1754/ifug1247/bata1319/mayo1262	PH	121.29	16.9984	Papunesia	No	Austronesian	aust1307	mayo1262	Mayoyao Ifugao	Mayoyao_Ifugao	#25EFE8
mayo1264	Mesoamerica	Mayo	mfy	language	threatened	long_grammar	cahi1243	Mayo	utoa1244	Uto-Aztecan	utoa1244/sout3136/cahi1243/mayo1264	MX	-108.981	26.4522	North America	No	Uto-Aztecan	utoa1244	mayo1264	Mayo	Mayo	#F3B095
maza1291	Greater Mesopotamia	Mazanderani	mzn	language	not endangered	grammar_sketch	maza1305	Mazanderani	indo1319	Indo-European	indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/casp1236/maza1305/maza1291	IR	52.3009	36.241	Eurasia	No	Indo-European	indo1319	maza1291	Mazanderani	Mazanderani	#D0E889
maza1292	Mesoamerica	Mazatlán Mixe	mzl	language	threatened	phonology	lowl1263	Mazatlán Mixe	mixe1284	Mixe-Zoque	mixe1284/mixe1286/oaxa1241/lowl1268/lowl1269/lowl1263/maza1292	MX	-95.2833	17.0156	North America	No	Mixe-Zoque	mixe1284	maza1292	Mazatlan Mixe	Mazatlan_Mixe	#DAF8A6
maza1294	Mesoamerica	Mazaltepec Zapotec	zpy	language	shifting	wordlist	cent2146	Mazaltepec Zapotec	otom1299	Otomanguean	otom1299/east2557/popo1292/zapo1436/zapo1437/nucl1765/core1259/cent2146/maza1294	MX	-96.8791	17.1547	North America	No	Otomanguean	otom1299	maza1294	Mazaltepec Zapotec	Mazaltepec_Zapotec	#29276B
maza1296	Mesoamerica	Mazatlán Mazatec	vmz	language	threatened	grammar	maza1309	Mazatlán Mazatec	otom1299	Otomanguean	otom1299/east2557/popo1292/popo1293/maza1295/maza1309/maza1296	MX	-96.8889	18.0829	North America	No	Otomanguean	otom1299	maza1296	Mazatlan Mazatec	Mazatlan_Mazatec	#29276B
maza1304	African Savannah	Mazagway	dkx	language	not endangered	grammar_sketch	daba1262	Mazagway	afro1255	Afro-Asiatic	afro1255/chad1250/bium1280/sout3145/bium1274/daba1262/maza1304	CM	13.6873	10.175	Africa	No	Afro-Asiatic	afro1255	maza1304	Mazagway	Mazagway	#F04EC2
mbaa1245	S Africa	Mba	mfc	language	not endangered	grammar_sketch	ndun1248	Mba	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/uban1244/sere1265/ngba1291/mbai1246/ndun1247/ndun1248/mbaa1245	CD	25.143	1.06885	Africa	No	Atlantic-Congo	atla1278	mbaa1245	Mba	Mba	#D38D93
mbab1239	N Australia	Mbabaram	vmb	language	extinct	grammar_sketch	fina1240	Mbabaram	pama1250	Pama-Nyungan	pama1250/pama1251/fina1240/mbab1239	AU	143.438	-20.1389	Australia	No	Pama-Nyungan	pama1250	mbab1239	Mbabaram	Mbabaram	#E4DAF7
mbal1255	S Africa	Mbalanhu	lnb	language	threatened	grammar_sketch	ndon1253	Mbalanhu	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/sout3233/kune1234/cimb1239/ndon1253/mbal1255	NA	16.617	-19.593	Africa	No	Atlantic-Congo	atla1278	mbal1255	Mbalanhu	Mbalanhu	#D38D93
mbal1257	S Africa	Mbala	mdp	language	not endangered	grammar_sketch	mbal1260	Mbala	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/nort3257/mbal1259/mbal1260/mbal1257	CD	18.041	-5.11888	Africa	No	Atlantic-Congo	atla1278	mbal1257	Mbala	Mbala	#D38D93
mban1262	S Africa	Mbangi	mgn	language	threatened	overview	nucl1737	Mbangi	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/uban1244/ngba1290/ngba1280/nucl1737/mban1262	CF	22.06451	4.69967	Africa	No	Atlantic-Congo	atla1278	mban1262	Mbangi	Mbangi	#D38D93
mban1263	S Africa	Mbandja	zmz	language	not endangered	grammar_sketch	band1341	Mbandja	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/uban1244/band1341/mban1263	CD, CF, CG	19.4455	3.98003	Africa	No	Atlantic-Congo	atla1278	mban1263	Mbandja	Mbandja	#D38D93
mban1264	S Africa	Mbangala	mxg	language	not endangered	grammar_sketch	phee1234	Mbangala	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njil1234/nort3257/mbal1259/holu1246/phee1234/mban1264	AO	17.4086	-9.15592	Africa	No	Atlantic-Congo	atla1278	mban1264	Mbangala	Mbangala	#D38D93
mban1268	S Africa	Mbangwe	zmn	language	threatened	specific_feature	ngom1273	Mbangwe	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/kele1260/kele1262/grea1290/ngom1273/mban1268	CG, GA	13.5956	-2.28729	Africa	No	Atlantic-Congo	atla1278	mban1268	Mbangwe	Mbangwe	#D38D93
mbar1253	N Australia	Rimanggudhinma	zmv	language	nearly extinct	grammar	lama1273	Rimanggudhinma	pama1250	Pama-Nyungan	pama1250/pama1251/lama1273/mbar1253	AU	143.789	-14.529	Australia	No	Pama-Nyungan	pama1250	mbar1253	Rimanggudhinma	Rimanggudhinma	#E4DAF7
mbar1254	N Australia	Mbara-Yanga	mvl	language	extinct	specific_feature	pama1251	Mbara-Yanga	pama1250	Pama-Nyungan	pama1250/pama1251/mbar1254	AU	142.475904	-19.29	Australia	No	Pama-Nyungan	pama1250	mbar1254	MbaraYanga	MbaraYanga	#E4DAF7
mbar1260	African Savannah	Mbara (Chad)	mpk	language	shifting	long_grammar	musg1256	Mbara (Chad)	afro1255	Afro-Asiatic	afro1255/chad1250/bium1280/nort3156/bium1279/musg1256/mbar1260	TD	15.5363	10.9585	Africa	No	Afro-Asiatic	afro1255	mbar1260	Mbara Chad	Mbara_Chad	#F04EC2
mbat1247	African Savannah	Mbato	gwa	language	not endangered	long_grammar	poto1250	Mbato	atla1278	Atlantic-Congo	atla1278/volt1241/kwav1236/nyoa1234/poto1254/poto1250/mbat1247	CI	-3.70421	5.34421	Africa	No	Atlantic-Congo	atla1278	mbat1247	Mbato	Mbato	#D38D93
mbat1248	S Africa	Mbati	mdn	language	not endangered	wordlist	bwam1249	Mbati	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/liko1251/bwam1249/mbat1248	CF	17.7529	3.94184	Africa	No	Atlantic-Congo	atla1278	mbat1248	Mbati	Mbati	#D38D93
mbay1241	African Savannah	Mbay	myb	language	not endangered	grammar	sido1234	Mbay	cent2225	Central Sudanic	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1346/sido1234/mbay1241	CF, NG, TD	15.7328	8.23066	Africa	No	Central Sudanic	cent2225	mbay1241	Mbay	Mbay	#84C6B7
mbed1242	African Savannah	Mbedam	xmd	language	not endangered	phonology	bium1274	Mbedam	afro1255	Afro-Asiatic	afro1255/chad1250/bium1280/sout3145/bium1274/mbed1242	CM	13.9322	10.466	Africa	No	Afro-Asiatic	afro1255	mbed1242	Mbedam	Mbedam	#F04EC2
mbee1249	African Savannah	Mbe	mfo	language	not endangered	grammar_sketch	ekoi1237	Mbe	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/ekoi1237/mbee1249	NG	8.82998	6.57067	Africa	No	Atlantic-Congo	atla1278	mbee1249	Mbe	Mbe	#D38D93
mbee1250	African Savannah	Mbe'	mtk	language	threatened	wordlist	nkam1238	Mbe'	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/wide1239/narr1282/mbam1249/nkaa1239/nkam1238/mbee1250	CM	11.0906	6.25838	Africa	No	Atlantic-Congo	atla1278	mbee1250	Mbe?	Mbe?	#D38D93
mbel1240	African Savannah	Mbelime	mql	language	not endangered	grammar	dita1239	Mbelime	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/otiv1240/waam1245/taya1258/dita1239/mbel1240	BJ, TG	0.95645	10.4532	Africa	No	Atlantic-Congo	atla1278	mbel1240	Mbelime	Mbelime	#D38D93
mber1257	S Africa	Mbere	mdt	language	not endangered	grammar_sketch	omba1243	Mbere	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/njeb1243/mber1262/tsit1234/omba1243/mber1257	CG, GA	14.2877	-0.477445	Africa	No	Atlantic-Congo	atla1278	mber1257	Mbere	Mbere	#D38D93
mbes1238	S Africa	Mbesa	zms	language	not endangered	grammar_sketch	kele1261	Mbesa	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/mbes1238	CD	22.8389	1.6207	Africa	No	Atlantic-Congo	atla1278	mbes1238	Mbesa	Mbesa	#D38D93
mboc1235	African Savannah	Mbo (Cameroon)	mbo	language	threatened	long_grammar	mane1268	Mbo (Cameroon)	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/bant1295/lund1274/leko1248/ngoe1239/mane1268/mboc1235	CM	9.92766	5.13981	Africa	No	Atlantic-Congo	atla1278	mboc1235	Mbo Cameroon	Mbo_Cameroon	#D38D93
mbod1238	S Africa	Mbo (Democratic Republic of Congo)	zmw	language	not endangered	wordlist	ndak1244	Mbo (Democratic Republic of Congo)	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/lebo1246/nyal1255/ndak1244/mbod1238	CD	28.018	1.11602	Africa	No	Atlantic-Congo	atla1278	mbod1238	Mbo Democratic Republic of Congo	Mbo_Democratic_Republic_of_Congo	#D38D93
mboi1246	African Savannah	Mboi	moi	language	not endangered	wordlist	bena1258	Mboi	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/gura1261/cent2243/waja1258/bena1258/mboi1246	NG	12.545	9.86954	Africa	No	Atlantic-Congo	atla1278	mboi1246	Mboi	Mboi	#D38D93
mbok1243	S Africa	Mboko	mdu	language	not endangered	specific_feature	koyo1244	Mboko	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/koyo1244/mbok1243	CG	14.7935	0.43541	Africa	No	Atlantic-Congo	atla1278	mbok1243	Mboko	Mboko	#D38D93
mbol1247	S Africa	Mbole	mdq	language	not endangered	grammar_sketch	kele1263	Mbole	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/kele1261/kele1263/mbol1247	CD	24.0443	-0.57181	Africa	No	Atlantic-Congo	atla1278	mbol1247	Mbole	Mbole	#D38D93
mbon1252	African Savannah	Mbonga	xmb	language	shifting	wordlist	jara1262	Mbonga	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/jara1262/mbon1252	CM	13.6471	5.7517	Africa	No	Atlantic-Congo	atla1278	mbon1252	Mbonga	Mbonga	#D38D93
mbon1253	African Savannah	Mbongno	bgu	language	shifting	wordlist	mbon1254	Mbongno	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/nort3168/mamb1309/niza1234/konj1251/mamb1310/mamb1311/mbon1254/mbon1253	CM, NG	11.1316	6.82543	Africa	No	Atlantic-Congo	atla1278	mbon1253	Mbongno	Mbongno	#D38D93
mbos1242	S Africa	Mbosi	mdw	language	threatened	long_grammar	koyo1244	Mbosi	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/koyo1244/mbos1242	CG	15.5322	-1.23019	Africa	No	Atlantic-Congo	atla1278	mbos1242	Mbosi	Mbosi	#D38D93
mbow1246	S Africa	Mbowe	mxo	language	shifting	comparative	east2747	Mbowe	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/east2747/mbow1246	ZM	23.9819	-14.2941	Africa	No	Atlantic-Congo	atla1278	mbow1246	Mbowe	Mbowe	#D38D93
mbre1244	African Savannah	Mbre	mka	language	shifting	grammar_sketch	unun9902	Mbre	atla1278	Atlantic-Congo	atla1278/volt1241/unun9902/mbre1244	CI	-5.72944	8.20929	Africa	No	Atlantic-Congo	atla1278	mbre1244	Mbre	Mbre	#D38D93
mbug1240	S Africa	Mbugu	mhd	language	shifting	long_grammar	bant1297	Mbugu	mixe1287	Mixed Language	mixe1287/bant1297/mbug1240	TZ	38.3519	-4.72863	Africa	No	Mixed Language	mixe1287	mbug1240	Mbugu	Mbugu	#68CEC4
mbug1242	S Africa	Mbugwe	mgz	language	threatened	grammar	mbug1243	Mbugwe	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/mbug1243/mbug1242	TZ	35.8133	-3.75763	Africa	No	Atlantic-Congo	atla1278	mbug1242	Mbugwe	Mbugwe	#D38D93
mbuk1240	S Africa	Mbukushu	mhw	language	not endangered	grammar	mash1271	Mbukushu	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/cent2260/grea1287/west2833/mash1271/mbuk1240	AO, BW, NA, ZM	22.5026	-17.6827	Africa	No	Atlantic-Congo	atla1278	mbuk1240	Mbukushu	Mbukushu	#D38D93
mbuk1243	African Savannah	Mbuko	mqb	language	not endangered	grammar_sketch	hurz1242	Mbuko	afro1255	Afro-Asiatic	afro1255/chad1250/bium1280/hurz1242/mbuk1243	CM	14.1677	10.7788	Africa	No	Afro-Asiatic	afro1255	mbuk1243	Mbuko	Mbuko	#F04EC2
mbul1258	African Savannah	Mbulungish	mbv	language	shifting	wordlist	nalu1241	Mbulungish	atla1278	Atlantic-Congo	atla1278/nort3146/nalu1241/mbul1258	GN	-14.7372	10.8553	Africa	No	Atlantic-Congo	atla1278	mbul1258	Mbulungish	Mbulungish	#D38D93
mbul1260	African Savannah	Mbula-Bwazza	mbu	language	not endangered	wordlist	numa1256	Mbula-Bwazza	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/jara1262/nige1254/numa1256/mbul1260	NG	12.2439	9.60769	Africa	No	Atlantic-Congo	atla1278	mbul1260	MbulaBwazza	MbulaBwazza	#D38D93
mbul1262	African Savannah	Mbule	mlb	language	threatened	phonology	baca1248	Mbule	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/mbam1252/yamb1256/baca1247/baca1248/mbul1262	CM	10.9924	4.50635	Africa	No	Atlantic-Congo	atla1278	mbul1262	Mbule	Mbule	#D38D93
mbul1263	N Coast New Guinea	Mbula	mna	language	not endangered	long_grammar	viti1243	Mbula	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/nort3206/nger1241/viti1243/mbul1263	PG	148.041	-5.66965	Papunesia	No	Austronesian	aust1307	mbul1263	Mbula	Mbula	#25EFE8
