glottocode	AUTOTYP_area	Name	iso639_3	level	endangerment_status	desc_status	Parent_ID	Language_level_name	Top_genetic_unit_ID	Family_name	Path	Countries	Longitude	Latitude	Macroarea	Isolate	Family_name_isolates_distinct	Top_genetic_unit_ID_isolates_distinct	Language_level_ID	Name_stripped	Name_stripped_no_spaces	Family_color
gokl1239	Greater Mesopotamia	Goklen	NA	dialect	NA	long_grammar	turk1304	Turkmen	turk1311	Turkic	turk1311/comm1245/oghu1243/nucl1769/east2334/turk1304/gokl1239	AF, IQ, IR, PK, TJ, TM, TR, UZ	59.1757	37.0872	Eurasia	No	Turkic	turk1311	turk1304	Goklen	Goklen	#56AC83
gola1244	Indic	Golari	NA	dialect	NA	long_grammar	telu1262	Telugu	drav1251	Dravidian	drav1251/sout3133/sout3139/telu1265/telu1262/gola1244	IN	78.7024	16.4529	Eurasia	No	Dravidian	drav1251	telu1262	Golari	Golari	#ADAABB
gola1254	Southeast Asia	Golar (Austroasiatic)	NA	dialect	NA	grammar_sketch	bahn1262	Bahnar	aust1305	Austroasiatic	aust1305/bahn1264/nort3150/hres1236/bona1256/bahn1262/gola1254	VN	108.471	14.0476	Eurasia	No	Austroasiatic	aust1305	bahn1262	Golar Austroasiatic	Golar_Austroasiatic	#D8CCBB
gola1256	African Savannah	Gola (Nigeria)	NA	dialect	NA	grammar	nucl1240	Mumuye	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/samb1322/mumu1249/mumu1250/nucl1240/gola1256	NG	11.71545	8.90347	Africa	No	Atlantic-Congo	atla1278	nucl1240	Gola Nigeria	Gola_Nigeria	#D38D93
gola1259	Southeast Asia	Golar	NA	dialect	NA	grammar_sketch	jara1266	Jarai	aust1307	Austronesian	aust1307/mala1545/mala1536/nort3170/cham1327/cham1330/high1280/rade1241/jara1266/gola1259	KH, VN	107.813	13.6161	Eurasia	No	Austronesian	aust1307	jara1266	Golar	Golar	#25EFE8
goll1238	African Savannah	Gol	NA	dialect	NA	grammar	bagi1246	Bagirmi	cent2225	Central Sudanic	cent2225/sara1341/sbbo1237/nucl1719/sara1349/bagi1248/bagi1246/goll1238	NG, TD	14.769495	11.52392	Africa	No	Central Sudanic	cent2225	bagi1246	Gol	Gol	#84C6B7
goll1242	Greater Abyssinia	Gollango	NA	dialect	NA	grammar_sketch	gaww1239	Ale-Gawwada	afro1255	Afro-Asiatic	afro1255/cush1243/east2699/lowl1267/sout3055/tran1283/dull1239/gaww1239/goll1242	ET	37.2737	5.37869	Africa	No	Afro-Asiatic	afro1255	gaww1239	Gollango	Gollango	#F04EC2
golu1238	N Australia	Golumala	NA	dialect	NA	grammar	dhan1270	Dhangu	pama1250	Pama-Nyungan	pama1250/yuul1239/sout3142/sout3149/dhan1270/golu1238	AU	135.752	-11.9493	Australia	No	Pama-Nyungan	pama1250	dhan1270	Golumala	Golumala	#E4DAF7
gomb1248	African Savannah	Gombe	NA	dialect	NA	long_grammar	nige1253	Hausa States Fulfulde	atla1278	Atlantic-Congo	atla1278/nort3146/peul1234/fula1264/fula1265/nige1253/gomb1248	CM, NG, TD	11.1188	10.9972	Africa	No	Atlantic-Congo	atla1278	nige1253	Gombe	Gombe	#D38D93
gomb1249	S Africa	Gombe (Sena)	NA	dialect	NA	grammar	nucl1396	Sena	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/tumb1253/sena1271/sena1270/nucl1396/gomb1249	MW, MZ	34.9829	-19.7933	Africa	No	Atlantic-Congo	atla1278	nucl1396	Gombe Sena	Gombe_Sena	#D38D93
gomb1250	Greater Abyssinia	Gombo	NA	dialect	NA	grammar	gumu1244	Northern Gumuz	gumu1250	Gumuz	gumu1250/gumu1244/gomb1250	ET, SD	35.93	11.05	Africa	No	Gumuz	gumu1250	gumu1244	Gombo	Gombo	#F9A7B9
gomb1251	African Savannah	Gomboro	NA	dialect	NA	wordlist	maya1281	Maya Samo	mand1469	Mande	mand1469/east2697/bisa1265/samo1302/mand1437/maya1281/gomb1251	BF	-2.72732	13.1811	Africa	No	Mande	mand1469	maya1281	Gomboro	Gomboro	#9DDAB5
gomi1239	Interior New Guinea	Gomia	NA	dialect	NA	grammar_sketch	chua1250	Chuave	nucl1709	Nuclear Trans New Guinea	nucl1709/cent2120/simb1258/chua1249/chua1250/gomi1239	PG	145.139	-6.17824	Papunesia	No	Nuclear Trans New Guinea	nucl1709	chua1250	Gomia	Gomia	#FBD87E
gomm1238	African Savannah	Gomme	NA	dialect	NA	wordlist	koma1266	Koma Ndera	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/samb1322/samb1323/nort3259/vere1249/vere1250/koma1266/gomm1238	CM, NG	12.7282	8.70976	Africa	No	Atlantic-Congo	atla1278	koma1266	Gomme	Gomme	#D38D93
gomn1238	African Savannah	Gomnome	NA	dialect	NA	wordlist	koma1266	Koma Ndera	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/samb1322/samb1323/nort3259/vere1249/vere1250/koma1266/gomn1238	CM, NG	12.7282	8.70976	Africa	No	Atlantic-Congo	atla1278	koma1266	Gomnome	Gomnome	#D38D93
gong1240	African Savannah	Gonge	NA	dialect	NA	ethnographic	pana1293	Pana (Central African Republic)	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/mbum1257/cent2020/kara1477/kare1351/pana1293/gong1240	CF, CM, NG, TD	13.6009	8.71518	Africa	No	Atlantic-Congo	atla1278	pana1293	Gonge	Gonge	#D38D93
gong1252	African Savannah	Gongla	NA	dialect	NA	grammar	nucl1240	Mumuye	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/samb1322/mumu1249/mumu1250/nucl1240/gong1252	NG	11.71545	8.90347	Africa	No	Atlantic-Congo	atla1278	nucl1240	Gongla	Gongla	#D38D93
gong1254	African Savannah	Gongon Lobi	NA	dialect	NA	long_grammar	lobi1245	Lobi	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/gura1261/cent2243/sout3164/lobi1246/lobi1245/gong1254	BF, CI, GH	-3.336	9.96122	Africa	No	Atlantic-Congo	atla1278	lobi1245	Gongon Lobi	Gongon_Lobi	#D38D93
gono1238	African Savannah	Gono	NA	dialect	NA	long_grammar	jams1239	Jamsay Dogon	dogo1299	Dogon	dogo1299/plai1257/jams1239/gono1238	BF, ML	-2.57999	14.1794	Africa	No	Dogon	dogo1299	jams1239	Gono	Gono	#6966E5
gons1237	Southeast Asia	Gonsomon	NA	dialect	NA	grammar_sketch	rung1259	Rungus	aust1307	Austronesian	aust1307/mala1545/nort3253/sout3154/grea1293/dusu1277/rung1260/rung1259/gons1237	MY	116.743	6.83989	Papunesia	No	Austronesian	aust1307	rung1259	Gonsomon	Gonsomon	#25EFE8
goom1239	African Savannah	Goom	NA	dialect	NA	long_grammar	diii1241	Dii	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/samb1322/samb1323/sout3238/diic1235/diii1241/goom1239	CM	13.9884	7.77412	Africa	No	Atlantic-Congo	atla1278	diii1241	Goom	Goom	#D38D93
gora1259	Indic	Gorawati	NA	dialect	NA	grammar_sketch	mewa1249	Mewari	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1322/subc1234/guja1255/raja1256/mewa1253/mewa1249/gora1259	IN	73.68	24.57	Eurasia	No	Indo-European	indo1319	mewa1249	Gorawati	Gorawati	#D0E889
gora1260	Indic	Gorakhpuri	NA	dialect	NA	long_grammar	bhoj1244	Bhojpuri	indo1319	Indo-European	indo1319/indo1320/indo1321/biha1245/west2806/bhoj1246/bhoj1244/nort2656/gora1260	IN, NP	84.817115	26.458455	Eurasia	No	Indo-European	indo1319	bhoj1244	Gorakhpuri	Gorakhpuri	#D0E889
gora1263	Oceania	Goram Laut	NA	dialect	NA	grammar_sketch	gese1240	Geser-Gorom	aust1307	Austronesian	aust1307/mala1545/cent2237/cent2245/cent2254/east2466/band1354/gese1239/gese1241/gese1240/gora1263	ID	130.701	-3.8016	Papunesia	No	Austronesian	aust1307	gese1240	Goram Laut	Goram_Laut	#25EFE8
gora1264	N Coast New Guinea	Gora	NA	dialect	NA	grammar_sketch	gwah1244	Gwahatike	nucl1709	Nuclear Trans New Guinea	nucl1709/fini1244/fini1245/waru1269/gwah1244/gora1264	PG	146.455	-5.64555	Papunesia	No	Nuclear Trans New Guinea	nucl1709	gwah1244	Gora	Gora	#FBD87E
gora1265	S New Guinea	Gorau	NA	dialect	NA	wordlist	ikob1240	Ikobi	tura1263	Turama-Kikori	tura1263/tura1264/ikob1240/gora1265	PG	143.618	-7.30342	Papunesia	No	Turama-Kikori	tura1263	ikob1240	Gorau	Gorau	#746AB5
gora1266	S New Guinea	Gora-Bomahouji	NA	dialect	NA	grammar_sketch	omie1241	Ömie	koia1260	Koiarian	koia1260/bara1376/omie1241/gora1266	PG	148.107	-9.03136	Papunesia	No	Koiarian	koia1260	omie1241	GoraBomahouji	GoraBomahouji	#6DB77B
gora1268	Europe	Gora (Serbian-Macedonian)	NA	dialect	NA	long_grammar	mace1250	Macedonian	indo1319	Indo-European	indo1319/balt1263/slav1255/sout3147/east2269/mace1252/mace1250/nort2595/west2893/gora1268	AL, BG, GR, MK, RS	21.7932	41.5957	Eurasia	No	Indo-European	indo1319	mace1250	Gora SerbianMacedonian	Gora_SerbianMacedonian	#D0E889
gorb1238	African Savannah	Gorbo	NA	dialect	NA	specific_feature	east2414	Konobo-Eastern Krahn	atla1278	Atlantic-Congo	atla1278/volt1241/krua1234/west2485/weea1234/east2414/gorb1238	CI, LR	-7.85454	5.83555	Africa	No	Atlantic-Congo	atla1278	east2414	Gorbo	Gorbo	#D38D93
gorg1240	Greater Mesopotamia	Gorgani	NA	dialect	NA	grammar_sketch	maza1291	Mazanderani	indo1319	Indo-European	indo1319/indo1320/iran1269/cent2317/cent2318/nort3177/casp1236/maza1305/maza1291/gorg1240	IR	52.3009	36.241	Eurasia	No	Indo-European	indo1319	maza1291	Gorgani	Gorgani	#D0E889
gori1239	African Savannah	Gori	NA	dialect	NA	long_grammar	sout2795	Southern Nuni	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/gura1261/cent2243/sout3164/grus1239/nort2782/nuna1234/nuni1253/sout2795/gori1239	BF, GH	-2.14385	11.5186	Africa	No	Atlantic-Congo	atla1278	sout2795	Gori	Gori	#D38D93
gork1241	Indic	Gorkhali	NA	dialect	NA	long_grammar	nepa1254	Nepali	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1310/east1436/nepa1254/gork1241	NP	85	28	Eurasia	No	Indo-European	indo1319	nepa1254	Gorkhali	Gorkhali	#D0E889
gork1242	Indic	Gorkha Gurung	NA	dialect	NA	grammar	guru1261	Gurung	sino1245	Sino-Tibetan	sino1245/bodi1256/kaik1248/ghal1247/tama1367/guru1260/guru1261/gork1242	BT, IN, NP	86.28988	27.41687	Eurasia	No	Sino-Tibetan	sino1245	guru1261	Gorkha Gurung	Gorkha_Gurung	#F438EF
gorm1238	N Australia	Gorminang	NA	dialect	NA	grammar	yiry1245	Yir-Yoront	pama1250	Pama-Nyungan	pama1250/pama1251/sout3141/coas1313/yiry1245/gorm1238	AU	141.767	-15.1117	Australia	No	Pama-Nyungan	pama1250	yiry1245	Gorminang	Gorminang	#E4DAF7
goro1256	S Africa	Gorongosa	NA	dialect	NA	grammar	nucl1396	Sena	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/tumb1253/sena1271/sena1270/nucl1396/goro1256	MW, MZ	34.9829	-19.7933	Africa	No	Atlantic-Congo	atla1278	nucl1396	Gorongosa	Gorongosa	#D38D93
goro1260	Oceania	Gorontalo Kota	NA	dialect	NA	long_grammar	goro1259	Gorontalo	aust1307	Austronesian	aust1307/mala1545/grea1284/goro1257/goro1273/goro1259/goro1260	ID	122.288	0.62689	Papunesia	No	Austronesian	aust1307	goro1259	Gorontalo Kota	Gorontalo_Kota	#25EFE8
goro1271	Greater Abyssinia	Gorose	NA	dialect	NA	grammar_sketch	gaww1239	Ale-Gawwada	afro1255	Afro-Asiatic	afro1255/cush1243/east2699/lowl1267/sout3055/tran1283/dull1239/gaww1239/goro1271	ET	37.2737	5.37869	Africa	No	Afro-Asiatic	afro1255	gaww1239	Gorose	Gorose	#F04EC2
gosh1237	N Coast Asia	Gosho	NA	dialect	NA	long_grammar	nucl1643	Japanese	japo1237	Japonic	japo1237/japa1256/japa1258/nucl1643/west2607/kink1238/kyot1238/gosh1237	JP	135	35	Eurasia	No	Japonic	japo1237	nucl1643	Gosho	Gosho	#F6E7BF
gosi1242	Basin and Plains	Gosiute	NA	dialect	NA	long_grammar	shos1248	Shoshoni	utoa1244	Uto-Aztecan	utoa1244/nort2953/numi1242/cent2130/shos1248/gosi1242	US	-116	41	North America	No	Uto-Aztecan	utoa1244	shos1248	Gosiute	Gosiute	#F3B095
gota1234	Europe	Götamål	NA	dialect	NA	long_grammar	swed1254	Swedish	indo1319	Indo-European	indo1319/germ1287/nort3152/nort3160/nort3266/east2780/east2781/swed1254/gota1234	DK, FI, NO, SE	17.389526	59.800634	Eurasia	No	Indo-European	indo1319	swed1254	Gotamal	Gotamal	#D0E889
gott1234	Europe	Gottscheerisch	NA	dialect	NA	long_grammar	bava1246	Bavarian	indo1319	Indo-European	indo1319/germ1287/nort3152/west2793/high1289/high1286/midd1349/mode1258/baye1239/bava1246/sout2632/gott1234	AT, CZ, DE, IT	13.246	47.9232	Eurasia	No	Indo-European	indo1319	bava1246	Gottscheerisch	Gottscheerisch	#D0E889
gott1235	Europe	Göttingen-Grubenhagensch	NA	dialect	NA	grammar_sketch	east2290	Eastphalian	indo1319	Indo-European	indo1319/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/west2357/east2290/gott1235	NA	10.005723	52.117901	Eurasia	No	Indo-European	indo1319	east2290	GottingenGrubenhagensch	GottingenGrubenhagensch	#D0E889
goua1238	African Savannah	Gouande	NA	dialect	NA	grammar_sketch	bial1238	Biali	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/gura1261/cent2243/nort2777/bwam1248/otiv1239/nucl1743/otiv1240/bial1238/goua1238	BF, BJ, TG	1.08259	11.0382	Africa	No	Atlantic-Congo	atla1278	bial1238	Gouande	Gouande	#D38D93
goui1239	African Savannah	Gouindougouba	NA	dialect	NA	grammar_sketch	cerm1238	Cerma	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/gura1261/cent2243/sout3164/kirm1250/cerm1238/goui1239	BF, CI	-4.94917	10.1245	Africa	No	Atlantic-Congo	atla1278	cerm1238	Gouindougouba	Gouindougouba	#D38D93
gouk1234	Southeast Asia	Goukou Qiang	NA	dialect	NA	specific_feature	sout3257	Southeast Maoxian Qiang	sino1245	Sino-Tibetan	sino1245/burm1265/naqi1236/qian1263/qian1264/upst1234/sout3257/gouk1234	CN	103.828678	31.852418	Eurasia	No	Sino-Tibetan	sino1245	sout3257	Goukou Qiang	Goukou_Qiang	#F438EF
goul1238	African Savannah	Goula	NA	dialect	NA	grammar_sketch	laka1254	Laka (Chad)	cent2225	Central Sudanic	cent2225/sara1341/sbbo1237/nucl1719/sara1349/cent2044/sara1345/gore1234/laka1254/goul1238	CF, TD	16.0193	7.78997	Africa	No	Central Sudanic	cent2225	laka1254	Goula	Goula	#84C6B7
goul1242	African Savannah	Goulfey	NA	dialect	NA	specific_feature	malg1250	Malgbe	afro1255	Afro-Asiatic	afro1255/chad1250/bium1280/nort3156/koto1267/koto1265/koto1269/malg1250/goul1242	CM, TD	14.8475	12.5342	Africa	No	Afro-Asiatic	afro1255	malg1250	Goulfey	Goulfey	#F04EC2
gour1242	African Savannah	Gourmantche	NA	dialect	NA	grammar	west2454	Western Niger Fulfulde	atla1278	Atlantic-Congo	atla1278/nort3146/peul1234/fula1264/west2454/gour1242	BF, BJ, ML, NE, NG	-0.52004	14.2471	Africa	No	Atlantic-Congo	atla1278	west2454	Gourmantche	Gourmantche	#D38D93
gour1247	N Africa	Gourara	NA	dialect	NA	long_grammar	tazn1238	Sud Oranais-Gourara	afro1255	Afro-Asiatic	afro1255/berb1260/zena1250/moza1250/tazn1238/gour1247	DZ	0.01992	29.1107	Africa	No	Afro-Asiatic	afro1255	tazn1238	Gourara	Gourara	#F04EC2
gova1250	Indic	Govari of Seoni	NA	dialect	NA	wordlist	powa1246	Powari	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1322/subc1234/east2726/powa1246/gova1250	IN	79.239	21.797	Eurasia	No	Indo-European	indo1319	powa1246	Govari of Seoni	Govari_of_Seoni	#D0E889
gova1251	Indic	Govari	NA	dialect	NA	long_grammar	varh1239	Varhadi-Nagpuri	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1325/mara1416/bera1268/varh1239/gova1251	IN	79.7516	20.7139	Eurasia	No	Indo-European	indo1319	varh1239	Govari	Govari	#D0E889
gova1253	S Africa	Gova	NA	dialect	NA	long_grammar	shon1251	Shona	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/shon1250/core1255/plat1259/cent2310/shon1251/kore1281/gova1253	BW, ZA, ZM, ZW	29.75725	-17.20849	Africa	No	Atlantic-Congo	atla1278	shon1251	Gova	Gova	#D38D93
gove1240	S Africa	Govera	NA	dialect	NA	long_grammar	shon1251	Shona	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/narr1281/east2731/shon1250/core1255/plat1259/cent2310/shon1251/kara1480/gove1240	BW, ZA, ZM, ZW	29.75725	-17.20849	Africa	No	Atlantic-Congo	atla1278	shon1251	Govera	Govera	#D38D93
gove1241	Oceania	Governor Generoso Manobo	NA	dialect	NA	grammar_sketch	sara1327	Sarangani Manobo	aust1307	Austronesian	aust1307/mala1545/grea1284/mano1276/cent2255/sout2913/sara1347/sara1327/gove1241	PH	125.499	5.84903	Papunesia	No	Austronesian	aust1307	sara1327	Governor Generoso Manobo	Governor_Generoso_Manobo	#25EFE8
govo1238	African Savannah	Govoro	NA	dialect	NA	grammar_sketch	band1343	Banda-Banda	atla1278	Atlantic-Congo	atla1278/volt1241/nort3149/came1255/uban1244/band1341/cent2021/cent2022/band1343/govo1238	CD, CF, SD	22.7568	6.63889	Africa	No	Atlantic-Congo	atla1278	band1343	Govoro	Govoro	#D38D93
gowa1239	Oceania	Gowa	NA	dialect	NA	long_grammar	maka1311	Makasar	aust1307	Austronesian	aust1307/mala1545/sout2923/maka1310/nucl1727/maka1311/gowa1239	ID	119.838	-5.65551	Papunesia	No	Austronesian	aust1307	maka1311	Gowa	Gowa	#25EFE8
gozo1238	Europe	Gozo	NA	dialect	NA	long_grammar	malt1254	Maltese	afro1255	Afro-Asiatic	afro1255/semi1276/west2786/cent2236/arab1394/arab1395/nort3191/malt1254/gozo1238	MT	14.4508	35.8884	Eurasia	No	Afro-Asiatic	afro1255	malt1254	Gozo	Gozo	#F04EC2
gram1239	Indic	Gramsukraviri	NA	dialect	NA	grammar_sketch	ashk1246	Ashkun	indo1319	Indo-European	indo1319/indo1320/nuri1243/sout3243/ashk1246/gram1239	AF	70.37453	34.84277	Eurasia	No	Indo-European	indo1319	ashk1246	Gramsukraviri	Gramsukraviri	#D0E889
gras1239	Inner Asia	Grassland Mari	NA	dialect	NA	long_grammar	east2328	Eastern Mari	ural1272	Uralic	ural1272/mari1278/east2328/gras1239	KZ, RU	48.405	55.8307	Eurasia	No	Uralic	ural1272	east2328	Grassland Mari	Grassland_Mari	#DB63D8
grau1238	Europe	Graubenden-Grisons	NA	dialect	NA	long_grammar	swis1247	Central Alemannic	indo1319	Indo-European	indo1319/germ1287/nort3152/west2793/high1289/high1286/midd1349/mode1258/alem1243/sout3294/swis1247/high1290/grau1238	AT, CH, DE, FR, IT, LI	8.46419	47.0516	Eurasia	No	Indo-European	indo1319	swis1247	GraubendenGrisons	GraubendenGrisons	#D0E889
grea1267	Southeast Asia	Great Nicobar	NA	dialect	NA	wordlist	sout2689	Southern Nicobarese	aust1305	Austroasiatic	aust1305/nico1262/nucl1758/cent2305/sout2689/grea1267	IN	93.8042	6.82744	Eurasia	No	Austroasiatic	aust1305	sout2689	Great Nicobar	Great_Nicobar	#D8CCBB
grea1268	Southeast Asia	Greater Sedang	NA	dialect	NA	long_grammar	seda1262	Sedang	aust1305	Austroasiatic	aust1305/bahn1264/nort3150/hres1236/hres1237/seda1262/grea1268	LA, VN	108.027	14.7793	Eurasia	No	Austroasiatic	aust1305	seda1262	Greater Sedang	Greater_Sedang	#D8CCBB
grea1271	Greater Mesopotamia	Greater Kabardian	NA	dialect	NA	long_grammar	kaba1278	Kabardian	abkh1242	Abkhaz-Adyge	abkh1242/circ1239/kaba1278/grea1271	RU, TR	43.3918	43.5082	Eurasia	No	Abkhaz-Adyge	abkh1242	kaba1278	Greater Kabardian	Greater_Kabardian	#BC7457
grea1281	N Africa	Western Kabyle	NA	dialect	NA	long_grammar	kaby1243	Kabyle	afro1255	Afro-Asiatic	afro1255/berb1260/kaby1244/kaby1243/grea1281	DZ	4.76137	36.4103	Africa	No	Afro-Asiatic	afro1255	kaby1243	Western Kabyle	Western_Kabyle	#F04EC2
gree1277	Europe	Pyrgos-Peloponnese Romani	NA	dialect	NA	grammar	balk1252	Balkan Romani	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1322/roma1329/balk1252/gree1277	BG, HU, MK, RO, RS, SK	21.17	42.67	Eurasia	No	Indo-European	indo1319	balk1252	PyrgosPeloponnese Romani	PyrgosPeloponnese_Romani	#D0E889
grek1238	Europe	Kalpazea-Filipidzía-Xandurja	NA	dialect	NA	long_grammar	vlax1238	Vlax Romani	indo1319	Indo-European	indo1319/indo1320/indo1321/indo1322/roma1329/vlax1238/sout2658/grek1238	BA, DE, IT, SK	14.8451	46.8191	Eurasia	No	Indo-European	indo1319	vlax1238	KalpazeaFilipidziaXandurja	KalpazeaFilipidziaXandurja	#D0E889
gren1245	NE South America	Grenada-Mendoza	NA	dialect	NA	grammar_sketch	chac1250	Chachapoyas Quechua	quec1387	Quechuan	quec1387/quec1388/quec1384/chac1250/gren1245	PE	-77.6615	-6.27021	South America	No	Quechuan	quec1387	chac1250	GrenadaMendoza	GrenadaMendoza	#D42CDC
grif1237	S New Guinea	Griffin Point	NA	dialect	NA	grammar_sketch	sude1239	Sudest	aust1307	Austronesian	aust1307/mala1545/cent2237/east2712/ocea1241/west2818/papu1253/peri1258/nimo1245/sude1239/grif1237	PG	153.488	-11.5229	Papunesia	No	Austronesian	aust1307	sude1239	Griffin Point	Griffin_Point	#25EFE8
grik1245	Southeast Asia	Grik	NA	dialect	NA	grammar_sketch	temi1246	Temiar	aust1305	Austroasiatic	aust1305/asli1243/cent1987/seno1278/lano1244/temi1246/grik1245	MY	101.438	4.974	Eurasia	No	Austroasiatic	aust1305	temi1246	Grik	Grik	#D8CCBB
grog1237	Southeast Asia	Grogo	NA	dialect	NA	dictionary	baub1235	Bau-Jagoi Bidayuh	aust1307	Austronesian	aust1307/mala1545/land1261/bida1239/bida1237/baub1235/grog1237	ID, MY	109.985	1.54467	Papunesia	No	Austronesian	aust1307	baub1235	Grogo	Grogo	#25EFE8
gron1243	Europe	Groningen-East Frisian	NA	dialect	NA	grammar	gron1242	Gronings	indo1319	Indo-European	indo1319/germ1287/nort3152/west2793/nort3175/alts1234/midd1345/lowg1239/west2357/ostf1234/gron1242/gron1243	DE, NL	6.698	53.2842	Eurasia	No	Indo-European	indo1319	gron1242	GroningenEast Frisian	GroningenEast_Frisian	#D0E889
gtsa1238	Indic	Tsang	NA	dialect	NA	long_grammar	tibe1272	Tibetan	sino1245	Sino-Tibetan	sino1245/bodi1256/bodi1257/oldm1245/tibe1276/late1253/cent2346/tibe1272/gtsa1238	BT, CN, IN, NP	90.1872	28.3681	Eurasia	No	Sino-Tibetan	sino1245	tibe1272	Tsang	Tsang	#F438EF
guan1252	Southeast Asia	Guanyingqiao	NA	dialect	NA	long_grammar	guan1266	Khroskyabs	sino1245	Sino-Tibetan	sino1245/burm1265/naqi1236/qian1263/rgya1241/horp1241/guan1266/guan1252	CN	101.928	31.5655	Eurasia	No	Sino-Tibetan	sino1245	guan1266	Guanyingqiao	Guanyingqiao	#F438EF
guan1279	Southeast Asia	Guangzhou	NA	dialect	NA	long_grammar	yuec1235	Yue Chinese	sino1245	Sino-Tibetan	sino1245/sini1245/clas1255/midd1354/yuep1234/yuec1235/yueh1236/cant1236/guan1279	CN, VN	113	23	Eurasia	No	Sino-Tibetan	sino1245	yuec1235	Guangzhou	Guangzhou	#F438EF
guan1280	Southeast Asia	Guan-Bao	NA	dialect	NA	long_grammar	yuec1235	Yue Chinese	sino1245	Sino-Tibetan	sino1245/sini1245/clas1255/midd1354/yuep1234/yuec1235/yueh1236/guan1280	CN, VN	113	23	Eurasia	No	Sino-Tibetan	sino1245	yuec1235	GuanBao	GuanBao	#F438EF
guay1256	Andean	Guayuyaco	NA	dialect	NA	wordlist	jung1240	Jungle Inga	quec1387	Quechuan	quec1387/quec1388/quec1384/colo1257/inga1251/jung1240/guay1256	CO	-76.6593	0.88872	South America	No	Quechuan	quec1387	jung1240	Guayuyaco	Guayuyaco	#D42CDC
guba1244	Greater Abyssinia	Guba (Ethiopia)	NA	dialect	NA	long_grammar	boro1277	Boro (Ethiopia)	gong1255	Ta-Ne-Omotic	gong1255/gong1256/boro1277/guba1244	ET	35.345	10.6596	Africa	No	Ta-Ne-Omotic	gong1255	boro1277	Guba Ethiopia	Guba_Ethiopia	#9A699D
guba1245	Greater Abyssinia	Guba	NA	dialect	NA	grammar	gumu1244	Northern Gumuz	gumu1250	Gumuz	gumu1250/gumu1244/guba1245	ET, SD	35.93	11.05	Africa	No	Gumuz	gumu1250	gumu1244	Guba	Guba	#F9A7B9
guba1246	Oceania	Gubang Itneg	NA	dialect	NA	grammar_sketch	bana1288	Banao Itneg	aust1307	Austronesian	aust1307/mala1545/nort3238/meso1254/sout3211/cent2296/nort3240/kali1310/kali1311/nort3226/nort3231/bana1288/guba1246	PH	121.05	17.5643	Papunesia	No	Austronesian	aust1307	bana1288	Gubang Itneg	Gubang_Itneg	#25EFE8
guba1248	African Savannah	Gubaare	NA	dialect	NA	grammar_sketch	aram1260	Arame-Gubaare	atla1278	Atlantic-Congo	atla1278/nort3146/cent2230/bakk1238/jool1234/jola1264/bayo1262/aram1260/guba1248	GW	-16.373202	12.299274	Africa	No	Atlantic-Congo	atla1278	aram1260	Gubaare	Gubaare	#D38D93
gubi1238	African Savannah	Gubi	NA	dialect	NA	wordlist	shik1242	Shiki	atla1278	Atlantic-Congo	atla1278/volt1241/benu1247/bant1294/sout3152/jara1262/nige1254/jaku1245/shik1242/gubi1238	NG	9.72769	10.5238	Africa	No	Atlantic-Congo	atla1278	shik1242	Gubi	Gubi	#D38D93
guda1242	N Australia	Wambaya-Gudanji	NA	dialect	NA	long_grammar	wamb1258	Wambayan	mirn1241	Mirndi	mirn1241/guda1245/wamb1258/guda1242	AU	135.683	-17.496	Australia	No	Mirndi	mirn1241	wamb1258	WambayaGudanji	WambayaGudanji	#A183CE
guda1243	N Australia	Gudanji	NA	dialect	NA	long_grammar	wamb1258	Wambayan	mirn1241	Mirndi	mirn1241/guda1245/wamb1258/guda1242/guda1243	AU	135.683	-17.496	Australia	No	Mirndi	mirn1241	wamb1258	Gudanji	Gudanji	#A183CE
