lang,num,cell_1,cell_2,correct,total,nvar,nph,nmarkers,n_pairs
est,1000,AT+ESS;SG,ACC;SG,1350,1350,2,1,1,378
est,1000,AT+ESS;SG,AT+ABL;PL,1191,1350,4.6976744186046515,6.046511627906977,2.558139534883721,378
est,1000,AT+ESS;SG,AT+ABL;SG,1350,1350,2,1,1,378
est,1000,AT+ESS;SG,AT+ALL;PL,1193,1350,4.6976744186046515,6.046511627906977,2.558139534883721,378
est,1000,AT+ESS;SG,AT+ALL;SG,1350,1350,2,1,1,378
est,1000,AT+ESS;SG,AT+ESS;PL,1189,1350,4.6976744186046515,4.651162790697675,2,378
est,1000,AT+ESS;SG,COM;PL,1217,1350,4.076923076923077,5.923076923076923,3.0384615384615383,378
est,1000,AT+ESS;SG,COM;SG,1350,1350,2,3,2,378
est,1000,AT+ESS;SG,FRML;PL,1217,1350,4.076923076923077,5.923076923076923,3.0384615384615383,378
est,1000,AT+ESS;SG,FRML;SG,1350,1350,2,3,2,378
est,1000,AT+ESS;SG,GEN;PL,1217,1350,3.6153846153846154,4.461538461538462,2.769230769230769,378
est,1000,AT+ESS;SG,IN+ABL;PL,1193,1350,3.5714285714285716,8,2.738095238095238,378
est,1000,AT+ESS;SG,IN+ABL;SG,1350,1350,2,3,2,378
est,1000,AT+ESS;SG,IN+ALL;PL,1191,1350,3.5348837209302326,9.348837209302326,2.697674418604651,378
est,1000,AT+ESS;SG,IN+ALL;SG,1106,1350,3.142857142857143,6.428571428571429,2.5,378
est,1000,AT+ESS;SG,IN+ESS;PL,1192,1350,3.5714285714285716,6.571428571428571,2.761904761904762,378
est,1000,AT+ESS;SG,IN+ESS;SG,1350,1350,2,2,2,378
est,1000,AT+ESS;SG,NOM;PL,1350,1350,2,2,2,378
est,1000,AT+ESS;SG,NOM;SG,1138,1350,3.024390243902439,3.292682926829268,2,378
est,1000,AT+ESS;SG,PRIV;PL,1217,1350,4.076923076923077,5.923076923076923,3.0384615384615383,378
est,1000,AT+ESS;SG,PRIV;SG,1350,1350,2,3,2,378
est,1000,AT+ESS;SG,PRT;PL,1154,1350,2.6470588235294117,5.411764705882353,2.323529411764706,378
est,1000,AT+ESS;SG,PRT;SG,1204,1350,2.8666666666666667,3.933333333333333,2.2,378
est,1000,AT+ESS;SG,TERM;PL,1217,1350,4,6,3.0384615384615383,378
est,1000,AT+ESS;SG,TRANS;PL,1194,1350,3.5714285714285716,8,2.738095238095238,378
est,1000,AT+ESS;SG,TRANS;SG,1350,1350,2,3,2,378
est,1000,COM;PL,AT+ABL;PL,1308,1350,2.4545454545454546,8.681818181818182,2.1363636363636362,378
est,1000,COM;PL,AT+ESS;PL,1308,1350,2.4545454545454546,6.909090909090909,2.1363636363636362,378
est,1000,COM;PL,IN+ALL;PL,1308,1350,2.4545454545454546,10.681818181818182,2.1363636363636362,378
est,1000,COM;PL,IN+ESS;SG,1218,1350,4,5.769230769230769,3.0384615384615383,378
est,1000,COM;SG,AT+ABL;PL,1195,1350,3.7209302325581395,8.674418604651162,2.860465116,378
est,1000,COM;SG,AT+ABL;SG,1350,1350,2,4,2,378
est,1000,COM;SG,AT+ALL;PL,1197,1350,3.7209302325581395,8.674418604651162,2.860465116,378
est,1000,COM;SG,AT+ALL;SG,1350,1350,2,4,2,378
est,1000,COM;SG,AT+ESS;PL,1191,1350,3.5813953488372094,7.465116279069767,2.7906976744186047,378
est,1000,COM;SG,COM;PL,1217,1350,5.230769230769231,3.1538461538461537,2.0384615384615383,378
est,1000,COM;SG,FRML;PL,1219,1350,6,5,3.076923076923077,378
est,1000,COM;SG,FRML;SG,1350,1350,4,2,2,378
est,1000,COM;SG,GEN;PL,1217,1350,3.4074074074074074,5.777777777777778,2.740740740740741,378
est,1000,COM;SG,IN+ABL;PL,1196,1350,3.761904761904762,8.80952381,2.9047619047619047,378
est,1000,COM;SG,IN+ABL;SG,1350,1350,2,4,2,378
est,1000,COM;SG,IN+ALL;PL,1194,1350,3.7209302325581395,10.162790697674419,2.8372093023255816,378
est,1000,COM;SG,IN+ALL;SG,1119,1350,4.085106382978723,7.297872340425532,2.8297872340425534,378
est,1000,COM;SG,IN+ESS;PL,1194,1350,3.619047619047619,7.571428571428571,2.8333333333333335,378
est,1000,COM;SG,IN+ESS;SG,1350,1350,2,3,2,378
est,1000,COM;SG,NOM;PL,1350,1350,2,3,2,378
est,1000,COM;SG,NOM;SG,1143,1350,3.4146341463414633,4,2.097560975609756,378
est,1000,COM;SG,PRIV;PL,1219,1350,6,5,3.076923076923077,378
est,1000,COM;SG,PRIV;SG,1350,1350,4,2,2,378
est,1000,COM;SG,PRT;PL,1159,1350,2.8823529411764706,6.235294117647059,2.3823529411764706,378
est,1000,COM;SG,PRT;SG,1208,1350,3.8620689655172415,4.103448275862069,2.413793103448276,378
est,1000,COM;SG,TERM;PL,1219,1350,4.076923076923077,6.923076923076923,3.1538461538461537,378
est,1000,COM;SG,TRANS;SG,1350,1350,2,4,2,378
est,1000,FRML;PL,AT+ABL;PL,1308,1350,2.4545454545454546,8.590909090909092,2.090909090909091,378
est,1000,FRML;PL,AT+ABL;SG,1217,1350,4.461538461538462,6.538461538461538,3.1923076923076925,378
est,1000,FRML;PL,AT+ALL;PL,1308,1350,2.4545454545454546,8.590909090909092,2.090909090909091,378
est,1000,FRML;PL,AT+ESS;PL,1308,1350,2.4545454545454546,6.818181818181818,2.090909090909091,378
est,1000,FRML;PL,COM;PL,1350,1350,4,2,2,378
est,1000,FRML;PL,FRML;SG,1217,1350,5.230769230769231,3.1538461538461537,2.0384615384615383,378
est,1000,FRML;PL,IN+ABL;SG,1217,1350,4.076923076923077,6.3076923076923075,3,378
est,1000,FRML;PL,IN+ALL;PL,1308,1350,2.4545454545454546,10.590909090909092,2.090909090909091,378
est,1000,FRML;PL,IN+ESS;SG,1218,1350,4,5.769230769230769,3.0384615384615383,378
est,1000,FRML;PL,PRIV;PL,1350,1350,4,2,2,378
est,1000,FRML;PL,PRT;PL,1194,1350,4.261904761904762,6.738095238095238,2.9285714285714284,378
est,1000,FRML;SG,AT+ABL;PL,1194,1350,3.627906976744186,8.720930232558139,2.8372093023255816,378
est,1000,FRML;SG,AT+ESS;PL,1191,1350,3.488372093023256,7.511627906976744,2.7674418604651163,378
est,1000,FRML;SG,COM;PL,1219,1350,5.846153846153846,5.153846153846154,3.1538461538461537,378
est,1000,FRML;SG,IN+ALL;PL,1194,1350,3.627906976744186,10.209302325581396,2.813953488372093,378
est,1000,FRML;SG,IN+ESS;SG,1350,1350,2,3,2,378
est,1000,GEN;PL,AT+ABL;PL,1308,1350,2,7.136363636363637,1,378
est,1000,GEN;PL,AT+ABL;SG,1217,1350,3.8518518518518516,5.111111111111111,3,378
est,1000,GEN;PL,AT+ALL;PL,1308,1350,2,7.136363636363637,1,378
est,1000,GEN;PL,AT+ESS;PL,1308,1350,2,5.363636363636363,1,378
est,1000,GEN;PL,COM;PL,1350,1350,2,2,1,378
est,1000,GEN;PL,FRML;PL,1350,1350,2,2,1,378
est,1000,GEN;PL,FRML;SG,1217,1350,3.259259259259259,5.925925925925926,2.740740740740741,378
est,1000,GEN;PL,IN+ABL;SG,1218,1350,3.3333333333333335,5.2592592592592595,2.6296296296296298,378
est,1000,GEN;PL,IN+ALL;PL,1308,1350,2,9.136363636363637,1,378
est,1000,GEN;PL,IN+ESS;SG,1216,1350,3.6153846153846154,4.153846153846154,2.6923076923076925,378
est,1000,GEN;PL,PRIV;PL,1350,1350,2,2,1,378
est,1000,GEN;PL,PRT;PL,1195,1350,4.476190476190476,4.619047619047619,2.5714285714285716,378
est,1000,IN+ABL;PL,AT+ABL;PL,1341,1350,4.8,3.6,3,378
est,1000,IN+ABL;PL,AT+ABL;SG,1196,1350,5.523809523809524,7.0476190476190474,3.238095238095238,378
est,1000,IN+ABL;PL,AT+ALL;PL,1342,1350,3.2,6.4,3,378
est,1000,IN+ABL;PL,AT+ALL;SG,1196,1350,4.904761904761905,7.714285714285714,3.4047619047619047,378
est,1000,IN+ABL;PL,AT+ESS;PL,1339,1350,3.2,5,3,378
est,1000,IN+ABL;PL,COM;PL,1310,1350,2.4761904761904763,8.904761904761905,2.1904761904761907,378
est,1000,IN+ABL;PL,FRML;PL,1310,1350,2.4761904761904763,8.80952381,2.142857142857143,378
est,1000,IN+ABL;PL,FRML;SG,1197,1350,3.7142857142857144,8.857142857142858,2.9523809523809526,378
est,1000,IN+ABL;PL,GEN;PL,1310,1350,2,7.380952380952381,1,378
est,1000,IN+ABL;PL,IN+ABL;SG,1201,1350,4.619047619047619,5.190476190476191,2.0238095238095237,378
est,1000,IN+ABL;PL,IN+ALL;PL,1341,1350,3.2,6,3,378
est,1000,IN+ABL;PL,IN+ESS;SG,1193,1350,4.619047619047619,6.142857142857143,2.5238095238095237,378
est,1000,IN+ABL;PL,NOM;PL,1193,1350,3.761904761904762,7.095238095238095,2.380952380952381,378
est,1000,IN+ABL;PL,NOM;SG,1136,1350,3.2888888888888888,6.933333333333334,1.9333333333333333,378
est,1000,IN+ABL;PL,PRIV;PL,1310,1350,3.9047619047619047,7.095238095238095,2.6666666666666665,378
est,1000,IN+ABL;PL,PRIV;SG,1193,1350,5.0476190476190474,7.333333333333333,3.2857142857142856,378
est,1000,IN+ABL;PL,PRT;PL,1186,1350,5.217391304347826,6.695652173913044,3.282608695652174,378
est,1000,IN+ABL;PL,PRT;SG,1247,1350,2.7857142857142856,7.178571428571429,1.4285714285714286,378
est,1000,IN+ABL;PL,TERM;PL,1310,1350,3.619047619047619,7.761904761904762,2.7142857142857144,378
est,1000,IN+ABL;PL,TRANS;SG,1194,1350,5.285714285714286,7.285714285714286,3.6666666666666665,378
est,1000,IN+ABL;SG,AT+ABL;PL,1193,1350,5.627906976744186,6.395348837209302,2.860465116,378
est,1000,IN+ABL;SG,AT+ABL;SG,1350,1350,4,2,2,378
est,1000,IN+ABL;SG,AT+ESS;PL,1187,1350,3.9767441860465116,6.6976744186046515,2.883720930232558,378
est,1000,IN+ABL;SG,COM;PL,1217,1350,4.076923076923077,6.3076923076923075,3,378
est,1000,IN+ABL;SG,FRML;SG,1350,1350,2,4,2,378
est,1000,IN+ABL;SG,IN+ALL;PL,1196,1350,5.069767441860465,7.883720930232558,3,378
est,1000,IN+ABL;SG,IN+ESS;SG,1350,1350,2,1,1,378
est,1000,IN+ABL;SG,PRIV;PL,1220,1350,5,5.461538461538462,3.5384615384615383,378
est,1000,IN+ABL;SG,PRT;PL,1157,1350,3.411764705882353,5.529411764705882,2.7941176470588234,378
est,1000,IN+ALL;PL,AT+ABL;PL,1341,1350,3,8.166666666666666,2.6666666666666665,378
est,1000,IN+ALL;SG,AT+ABL;PL,1098,1350,5.230769230769231,8.046153846153846,3.707692307692308,378
est,1000,IN+ALL;SG,AT+ABL;SG,1109,1350,3.9574468085106385,7.297872340425532,2.702127659574468,378
est,1000,IN+ALL;SG,AT+ALL;PL,1097,1350,5.661538461538462,7.461538461538462,3.3076923076923075,378
est,1000,IN+ALL;SG,AT+ALL;SG,1108,1350,5.234042553,6.0212765957446805,2.851063829787234,378
est,1000,IN+ALL;SG,AT+ESS;PL,1111,1350,4.920634920634921,7.174603174603175,3.4761904761904763,378
est,1000,IN+ALL;SG,COM;PL,1109,1350,5.129032258064516,7.661290322580645,3.596774193548387,378
est,1000,IN+ALL;SG,FRML;PL,1103,1350,5.111111111111111,7.587301587301587,3.5714285714285716,378
est,1000,IN+ALL;SG,FRML;SG,1113,1350,4.340425531914893,7.212765957446808,2.9574468085106385,378
est,1000,IN+ALL;SG,GEN;PL,1108,1350,5.161290322580645,5.5,2.7419354838709675,378
est,1000,IN+ALL;SG,IN+ABL;PL,1108,1350,6,7.209677419354839,4.241935483870968,378
est,1000,IN+ALL;SG,IN+ABL;SG,1114,1350,4.510638298,6.1063829787234045,2.9361702127659575,378
est,1000,IN+ALL;SG,IN+ALL;PL,1108,1350,5.492063492063492,6.063492063492063,2.8253968253968256,378
est,1000,IN+ALL;SG,IN+ESS;SG,1115,1350,3.607142857142857,5.428571428571429,2.232142857142857,378
est,1000,IN+ALL;SG,NOM;PL,1108,1350,3.142857142857143,6.464285714285714,2.4464285714285716,378
est,1000,IN+ALL;SG,NOM;SG,1009,1350,3.5128205128205128,5.371794871794871,1.9487179487179487,378
est,1000,IN+ALL;SG,PRIV;PL,1109,1350,5.322580645,7.435483870967742,3.5161290322580645,378
est,1000,IN+ALL;SG,PRIV;SG,1120,1350,4.553191489361702,6.872340425531915,2.8085106382978724,378
est,1000,IN+ALL;SG,PRT;PL,1073,1350,3.8805970149253732,6.656716417910448,2.8805970149253732,378
est,1000,IN+ALL;SG,PRT;SG,1104,1350,3.5076923076923077,5.584615384615384,2.0615384615384613,378
est,1000,IN+ALL;SG,TERM;PL,1100,1350,5.0625,7.609375,3.5625,378
est,1000,IN+ALL;SG,TRANS;SG,1117,1350,5.276595744680851,5.8936170212765955,3.1702127659574466,378
est,1000,IN+ESS;PL,AT+ABL;PL,1341,1350,3.2,4.8,3,378
est,1000,IN+ESS;PL,AT+ABL;SG,1191,1350,3.857142857142857,7.333333333333333,2.9047619047619047,378
est,1000,IN+ESS;PL,AT+ALL;PL,1342,1350,3.2,4.8,3,378
est,1000,IN+ESS;PL,AT+ALL;SG,1195,1350,4.809523809523809,6.380952380952381,3.3095238095238093,378
est,1000,IN+ESS;PL,AT+ESS;PL,1340,1350,3.2,3.4,3,378
est,1000,IN+ESS;PL,COM;PL,1310,1350,2.4761904761904763,7.0476190476190474,2.1904761904761907,378
est,1000,IN+ESS;PL,FRML;PL,1310,1350,2.4761904761904763,6.9523809523809526,2.142857142857143,378
est,1000,IN+ESS;PL,FRML;SG,1195,1350,3.5714285714285716,7.619047619047619,2.880952380952381,378
est,1000,IN+ESS;PL,GEN;PL,1310,1350,2,5.523809523809524,1,378
est,1000,IN+ESS;PL,IN+ABL;PL,1337,1350,3.5,1.75,1.75,378
est,1000,IN+ESS;PL,IN+ABL;SG,1197,1350,4.857142857142857,5.190476190476191,2.4761904761904763,378
est,1000,IN+ESS;PL,IN+ALL;PL,1338,1350,3.2,4.4,1.6,378
est,1000,IN+ESS;PL,IN+ALL;SG,1104,1350,6.129032258064516,5.903225806451613,3.3548387096774195,378
est,1000,IN+ESS;PL,IN+ESS;SG,1192,1350,4.619047619047619,4.714285714285714,2.0238095238095237,378
est,1000,IN+ESS;PL,NOM;PL,1191,1350,3.761904761904762,5.666666666666667,2.380952380952381,378
est,1000,IN+ESS;PL,NOM;SG,1139,1350,3.2888888888888888,5.533333333333333,1.8888888888888888,378
est,1000,IN+ESS;PL,PRIV;PL,1310,1350,2.6666666666666665,6.857142857142857,2.2857142857142856,378
est,1000,IN+ESS;PL,PRIV;SG,1190,1350,4.095238095238095,6.9523809523809526,2.9285714285714284,378
est,1000,IN+ESS;PL,PRT;PL,1180,1350,5.468085106382978,5.489361702,3.148936170212766,378
est,1000,IN+ESS;PL,PRT;SG,1250,1350,2.2857142857142856,6.107142857142857,1.5,378
est,1000,IN+ESS;PL,TERM;PL,1310,1350,3.619047619047619,5.904761904761905,2.7142857142857144,378
est,1000,IN+ESS;PL,TRANS;SG,1194,1350,5.428571428571429,5.714285714285714,3.0714285714285716,378
est,1000,IN+ESS;SG,AT+ABL;PL,1189,1350,3.953488372093023,7.255813953488372,2.6511627906976742,378
est,1000,IN+ESS;SG,IN+ALL;PL,1191,1350,4.558139534883721,7.534883720930233,2.488372093023256,378
est,1000,NOM;PL,AT+ABL;PL,1192,1350,3.744186046511628,6.953488372093023,2.3255813953488373,378
est,1000,NOM;PL,AT+ABL;SG,1350,1350,2,3,2,378
est,1000,NOM;PL,AT+ALL;PL,1194,1350,3.744186046511628,6.953488372093023,2.3255813953488373,378
est,1000,NOM;PL,AT+ALL;SG,1350,1350,2,3,2,378
est,1000,NOM;PL,AT+ESS;PL,1188,1350,3.744186046511628,5.558139534883721,2.3255813953488373,378
est,1000,NOM;PL,COM;PL,1211,1350,4.5,5.038461538461538,2.730769230769231,378
est,1000,NOM;PL,FRML;PL,1211,1350,4.5,5.038461538461538,2.730769230769231,378
est,1000,NOM;PL,FRML;SG,1350,1350,2,3,2,378
est,1000,NOM;PL,GEN;PL,1212,1350,3.6923076923076925,3.923076923076923,2.576923076923077,378
est,1000,NOM;PL,IN+ABL;SG,1350,1350,2,3,2,378
est,1000,NOM;PL,IN+ALL;PL,1190,1350,3.744186046511628,8.441860465,2.3255813953488373,378
est,1000,NOM;PL,IN+ESS;SG,1350,1350,2,2,2,378
est,1000,NOM;PL,NOM;SG,1137,1350,3.1707317073170733,3.2439024390243905,2,378
est,1000,NOM;PL,PRIV;PL,1211,1350,4.5,5.038461538461538,2.730769230769231,378
est,1000,NOM;PL,PRIV;SG,1350,1350,2,3,2,378
est,1000,NOM;PL,PRT;PL,1154,1350,3.823529411764706,4.235294117647059,1.911764705882353,378
est,1000,NOM;PL,PRT;SG,1126,1350,2.4827586206896552,4.620689655172414,2.2758620689655173,378
est,1000,NOM;PL,TERM;PL,1213,1350,4.423076923076923,5.115384615384615,2.730769230769231,378
est,1000,NOM;PL,TRANS;SG,1350,1350,2,3,2,378
est,1000,NOM;SG,AT+ABL;PL,1133,1350,2.933333333333333,6.888888888888889,1.7777777777777777,378
est,1000,NOM;SG,AT+ABL;SG,1140,1350,3.1707317073170733,4.146341463414634,2.1463414634146343,378
est,1000,NOM;SG,AT+ALL;PL,1134,1350,2.933333333333333,6.888888888888889,1.7777777777777777,378
est,1000,NOM;SG,AT+ESS;PL,1138,1350,2.933333333333333,5.488888888888889,1.6888888888888889,378
est,1000,NOM;SG,COM;PL,1171,1350,3.1538461538461537,5.538461538461538,2.1153846153846154,378
est,1000,NOM;SG,FRML;PL,1172,1350,3.3076923076923075,5.3076923076923075,2,378
est,1000,NOM;SG,FRML;SG,1140,1350,3.268292682926829,4.146341463414634,2.073170731707317,378
est,1000,NOM;SG,GEN;PL,1176,1350,3.1666666666666665,3.4166666666666665,1.75,378
est,1000,NOM;SG,IN+ABL;SG,1138,1350,3.4634146341463414,3.7560975609756095,2.097560975609756,378
est,1000,NOM;SG,IN+ALL;PL,1131,1350,3.260869565217391,8.260869565,1.9130434782608696,378
est,1000,NOM;SG,IN+ESS;SG,1112,1350,3.2,3.125,1.875,378
est,1000,NOM;SG,PRIV;PL,1171,1350,3.076923076923077,5.615384615384615,2.1538461538461537,378
est,1000,NOM;SG,PRT;PL,1049,1350,3.2962962962962963,3.8703703703703702,1.9814814814814814,378
est,1000,PRIV;PL,AT+ABL;PL,1308,1350,3.8181818181818183,6.954545454545454,2.590909090909091,378
est,1000,PRIV;PL,AT+ESS;PL,1308,1350,2.6363636363636362,6.7272727272727275,2.227272727272727,378
est,1000,PRIV;PL,COM;PL,1350,1350,4,2,2,378
est,1000,PRIV;PL,FRML;SG,1219,1350,5.846153846153846,5.153846153846154,3.1538461538461537,378
est,1000,PRIV;PL,IN+ALL;PL,1308,1350,2.6363636363636362,10.5,2.227272727272727,378
est,1000,PRIV;PL,IN+ESS;SG,1218,1350,4,5.769230769230769,3.0384615384615383,378
est,1000,PRIV;SG,AT+ABL;PL,1191,1350,4.976744186046512,7.232558139534884,3.2325581395348837,378
est,1000,PRIV;SG,AT+ABL;SG,1350,1350,2,4,2,378
est,1000,PRIV;SG,AT+ALL;PL,1190,1350,4.279069767,8.069767441860465,2.8372093023255816,378
est,1000,PRIV;SG,AT+ESS;PL,1188,1350,4.046511627906977,6.8604651162790695,2.860465116,378
est,1000,PRIV;SG,COM;PL,1220,1350,6.3076923076923075,4.538461538461538,2.8461538461538463,378
est,1000,PRIV;SG,FRML;PL,1220,1350,6.3076923076923075,4.538461538461538,2.8461538461538463,378
est,1000,PRIV;SG,FRML;SG,1350,1350,4,2,2,378
est,1000,PRIV;SG,GEN;PL,1215,1350,3.5555555555555554,5.2592592592592595,2.925925925925926,378
est,1000,PRIV;SG,IN+ABL;SG,1350,1350,2,4,2,378
est,1000,PRIV;SG,IN+ALL;PL,1190,1350,4.279069767,9.558139535,2.813953488372093,378
est,1000,PRIV;SG,IN+ESS;SG,1350,1350,2,3,2,378
est,1000,PRIV;SG,NOM;SG,1142,1350,3.317073170731707,4.097560975609756,2.073170731707317,378
est,1000,PRIV;SG,PRIV;PL,1215,1350,5.384615384615385,3.230769230769231,2.1538461538461537,378
est,1000,PRIV;SG,PRT;PL,1160,1350,2.823529411764706,6.294117647058823,2.3823529411764706,378
est,1000,PRIV;SG,PRT;SG,1206,1350,3.793103448275862,3.7586206896551726,2.5172413793103448,378
est,1000,PRIV;SG,TRANS;SG,1350,1350,2,4,2,378
est,1000,PRT;PL,AT+ABL;PL,1185,1350,4.765957447,6.872340425531915,3.021276595744681,378
est,1000,PRT;PL,AT+ESS;PL,1185,1350,4.744680851,5.659574468085107,2.9361702127659575,378
est,1000,PRT;PL,COM;PL,1194,1350,4.285714285714286,6.714285714285714,3.0714285714285716,378
est,1000,PRT;PL,FRML;SG,1158,1350,2.764705882352941,6.352941176470588,2.3823529411764706,378
est,1000,PRT;PL,IN+ALL;PL,1178,1350,5.276595744680851,7.914893617021277,3.234042553191489,378
est,1000,PRT;PL,IN+ESS;SG,1158,1350,3.3529411764705883,4.588235294117647,2.2941176470588234,378
est,1000,PRT;PL,PRIV;PL,1194,1350,4.333333333333333,6.666666666666667,3.0952380952380953,378
est,1000,PRT;SG,AT+ABL;PL,1245,1350,2.7586206896551726,7.0344827586206895,1.4482758620689655,378
est,1000,PRT;SG,AT+ABL;SG,1210,1350,4.551724137931035,3.1379310344827585,2.0689655172413794,378
est,1000,PRT;SG,AT+ALL;PL,1246,1350,2.2758620689655173,7.517241379310345,1.4827586206896552,378
est,1000,PRT;SG,AT+ESS;PL,1247,1350,2.2758620689655173,5.931034482758621,1.4827586206896552,378
est,1000,PRT;SG,COM;PL,1277,1350,2.6666666666666665,4.555555555555555,1.8888888888888888,378
est,1000,PRT;SG,FRML;PL,1277,1350,2.6666666666666665,4.555555555555555,1.8888888888888888,378
est,1000,PRT;SG,FRML;SG,1205,1350,3.6551724137931036,4.310344827586207,2.4482758620689653,378
est,1000,PRT;SG,GEN;PL,1276,1350,2.4444444444444446,2.7777777777777777,1.8888888888888888,378
est,1000,PRT;SG,IN+ABL;SG,1207,1350,4.5,3.107142857142857,2,378
est,1000,PRT;SG,IN+ALL;PL,1244,1350,2.2758620689655173,9.275862068965518,1.5172413793103448,378
est,1000,PRT;SG,IN+ESS;SG,1199,1350,2.7333333333333334,4,2.066666666666667,378
est,1000,PRT;SG,NOM;SG,1173,1350,2.869565217391304,2.608695652173913,1.6521739130434783,378
est,1000,PRT;SG,PRIV;PL,1277,1350,3.111111111111111,4.111111111111111,2,378
est,1000,PRT;SG,PRT;PL,1162,1350,3.7872340425531914,4.1063829787234045,2.255319149,378
est,1000,TERM;PL,AT+ABL;PL,1308,1350,3.5454545454545454,7.590909090909091,2.6363636363636362,378
est,1000,TERM;PL,AT+ABL;SG,1217,1350,4.384615384615385,6.615384615384615,3.1923076923076925,378
est,1000,TERM;PL,AT+ALL;PL,1308,1350,3.5454545454545454,7.590909090909091,2.6363636363636362,378
est,1000,TERM;PL,AT+ALL;SG,1219,1350,5.3076923076923075,5.6923076923076925,3.6153846153846154,378
est,1000,TERM;PL,AT+ESS;PL,1308,1350,3.5454545454545454,5.818181818181818,2.6363636363636362,378
est,1000,TERM;PL,COM;PL,1350,1350,2,4,2,378
est,1000,TERM;PL,FRML;PL,1350,1350,2,2,2,378
est,1000,TERM;PL,FRML;SG,1217,1350,5.3076923076923075,5.076923076923077,3.9615384615384617,378
est,1000,TERM;PL,GEN;PL,1350,1350,2,2,1,378
est,1000,TERM;PL,IN+ABL;SG,1217,1350,4.076923076923077,6.3076923076923075,3,378
est,1000,TERM;PL,IN+ALL;PL,1308,1350,3.5454545454545454,9.590909090909092,2.6363636363636362,378
est,1000,TERM;PL,IN+ESS;SG,1218,1350,4,5.6923076923076925,2.9615384615384617,378
est,1000,TERM;PL,NOM;SG,1172,1350,3.3846153846153846,5.230769230769231,2,378
est,1000,TERM;PL,PRIV;PL,1350,1350,2,4,2,378
est,1000,TERM;PL,PRIV;SG,1219,1350,4.384615384615385,6.461538461538462,3.1923076923076925,378
est,1000,TERM;PL,PRT;PL,1191,1350,5.095238095238095,5.904761904761905,3.119047619047619,378
est,1000,TERM;PL,PRT;SG,1277,1350,2.888888888888889,4.333333333333333,1.7777777777777777,378
est,1000,TERM;PL,TRANS;SG,1219,1350,4.076923076923077,6.923076923076923,3.1538461538461537,378
est,1000,TERM;SG,ACC;SG,1350,1350,2,2,1,378
est,1000,TERM;SG,AT+ABL;PL,1192,1350,4.232558139534884,8.162790697674419,3.116279069767442,378
est,1000,TERM;SG,AT+ABL;SG,1350,1350,2,4,2,378
est,1000,TERM;SG,AT+ALL;PL,1194,1350,4.232558139534884,8.162790697674419,3.116279069767442,378
est,1000,TERM;SG,AT+ALL;SG,1350,1350,2,4,2,378
est,1000,TERM;SG,AT+ESS;PL,1190,1350,4.046511627906977,7,3.046511627906977,378
est,1000,TERM;SG,AT+ESS;SG,1350,1350,2,3,2,378
est,1000,TERM;SG,COM;PL,1219,1350,4,7,3.1538461538461537,378
est,1000,TERM;SG,COM;SG,1350,1350,2,4,2,378
est,1000,TERM;SG,FRML;PL,1217,1350,5.384615384615385,5,3.8846153846153846,378
est,1000,TERM;SG,FRML;SG,1350,1350,2,2,2,378
est,1000,TERM;SG,GEN;PL,1217,1350,3.259259259259259,5.925925925925926,2.740740740740741,378
est,1000,TERM;SG,IN+ABL;PL,1194,1350,4.285714285714286,8.285714285714286,3.1666666666666665,378
est,1000,TERM;SG,IN+ABL;SG,1350,1350,2,4,2,378
est,1000,TERM;SG,IN+ALL;PL,1192,1350,4.232558139534884,9.651162790697674,3.0930232558139537,378
est,1000,TERM;SG,IN+ALL;SG,1112,1350,3.9574468085106385,7.340425531914893,2.6382978723404253,378
est,1000,TERM;SG,IN+ESS;PL,1193,1350,4.095238095238095,7.095238095238095,3.0952380952380953,378
est,1000,TERM;SG,IN+ESS;SG,1350,1350,2,3,2,378
est,1000,TERM;SG,NOM;PL,1350,1350,2,3,2,378
est,1000,TERM;SG,NOM;SG,1142,1350,3.4146341463414633,4,2.097560975609756,378
est,1000,TERM;SG,PRIV;PL,1219,1350,4,7,3.1538461538461537,378
est,1000,TERM;SG,PRIV;SG,1350,1350,2,4,2,378
est,1000,TERM;SG,PRT;PL,1158,1350,4.0588235294117645,5.0588235294117645,2.6470588235294117,378
est,1000,TERM;SG,PRT;SG,1206,1350,3.5172413793103448,4.448275862068965,2.586206896551724,378
est,1000,TERM;SG,TERM;PL,1217,1350,5.230769230769231,3.1538461538461537,2.0384615384615383,378
est,1000,TERM;SG,TRANS;PL,1195,1350,4.285714285714286,8.285714285714286,3.1666666666666665,378
est,1000,TERM;SG,TRANS;SG,1350,1350,2,4,2,378
est,1000,TRANS;PL,ACC;SG,1200,1350,3.4761904761904763,7.095238095238095,1.9761904761904763,378
est,1000,TRANS;PL,AT+ABL;PL,1342,1350,3.2,6.4,3,378
est,1000,TRANS;PL,AT+ABL;SG,1194,1350,3.857142857142857,8.714285714285714,2.9285714285714284,378
est,1000,TRANS;PL,AT+ALL;PL,1343,1350,3.2,6.4,3,378
est,1000,TRANS;PL,AT+ALL;SG,1197,1350,4.904761904761905,7.714285714285714,3.4047619047619047,378
est,1000,TRANS;PL,AT+ESS;PL,1341,1350,3.2,5,3,378
est,1000,TRANS;PL,COM;PL,1310,1350,2.4761904761904763,8.904761904761905,2.1904761904761907,378
est,1000,TRANS;PL,COM;SG,1198,1350,3.8095238095238093,8.80952381,2.9761904761904763,378
