lang,num,cell_1,cell_2,correct,total,nvar,nph,nmarkers,n_pairs
est,1000,TRANS;PL,FRML;PL,1310,1350,2.4761904761904763,8.80952381,2.142857142857143,378
est,1000,TRANS;PL,FRML;SG,1198,1350,3.7142857142857144,8.857142857142858,2.9523809523809526,378
est,1000,TRANS;PL,GEN;PL,1310,1350,2,7.380952380952381,1,378
est,1000,TRANS;PL,IN+ABL;PL,1344,1350,5,5.5,3.5,378
est,1000,TRANS;PL,IN+ABL;SG,1194,1350,4.904761904761905,7.238095238095238,3.1666666666666665,378
est,1000,TRANS;PL,IN+ALL;PL,1343,1350,6,6,4.4,378
est,1000,TRANS;PL,IN+ALL;SG,1112,1350,6.096774193548387,7.5,4.080645161290323,378
est,1000,TRANS;PL,IN+ESS;PL,1341,1350,5.5,1.75,1.75,378
est,1000,TRANS;PL,IN+ESS;SG,1193,1350,5.285714285714286,6.142857142857143,2.357142857142857,378
est,1000,TRANS;PL,NOM;PL,1194,1350,3.761904761904762,7.095238095238095,2.380952380952381,378
est,1000,TRANS;PL,NOM;SG,1136,1350,3.3333333333333335,6.888888888888889,1.8666666666666667,378
est,1000,TRANS;PL,PRIV;PL,1310,1350,2.6666666666666665,8.714285714285714,2.2857142857142856,378
est,1000,TRANS;PL,PRIV;SG,1192,1350,4.333333333333333,8.19047619,2.9047619047619047,378
est,1000,TRANS;PL,PRT;PL,1188,1350,5.413043478260869,6.717391304347826,3.239130434782609,378
est,1000,TRANS;PL,PRT;SG,1248,1350,2.4285714285714284,7.607142857142857,1.5,378
est,1000,TRANS;PL,TERM;PL,1310,1350,3.619047619047619,7.761904761904762,2.7142857142857144,378
est,1000,TRANS;PL,TRANS;SG,1202,1350,4.761904761904762,5.190476190476191,2.0238095238095237,378
est,1000,TRANS;SG,AT+ABL;PL,1191,1350,4.1395348837209305,8.209302325581396,3.046511627906977,378
est,1000,TRANS;SG,AT+ABL;SG,1350,1350,2,4,2,378
est,1000,TRANS;SG,AT+ALL;PL,1193,1350,4.1395348837209305,8.209302325581396,3.046511627906977,378
est,1000,TRANS;SG,AT+ESS;PL,1190,1350,4.046511627906977,6.953488372093023,2.953488372093023,378
est,1000,TRANS;SG,COM;PL,1219,1350,4.153846153846154,6.846153846153846,3.1538461538461537,378
est,1000,TRANS;SG,FRML;PL,1219,1350,4.153846153846154,6.846153846153846,3.1538461538461537,378
est,1000,TRANS;SG,FRML;SG,1350,1350,2,4,2,378
est,1000,TRANS;SG,GEN;PL,1217,1350,3.5555555555555554,5.62962963,2.7777777777777777,378
est,1000,TRANS;SG,IN+ABL;SG,1350,1350,2,4,2,378
est,1000,TRANS;SG,IN+ALL;PL,1192,1350,5.488372093023256,8.348837209302326,3.7209302325581395,378
est,1000,TRANS;SG,IN+ESS;SG,1350,1350,4,1,1,378
est,1000,TRANS;SG,NOM;SG,1138,1350,3.6097560975609757,3.8048780487804876,2,378
est,1000,TRANS;SG,PRIV;PL,1219,1350,4.153846153846154,6.846153846153846,3.1538461538461537,378
est,1000,TRANS;SG,PRT;PL,1155,1350,3.7058823529411766,5.411764705882353,2.6470588235294117,378
est,1000,TRANS;SG,PRT;SG,1210,1350,3.586206896551724,4.379310344827586,2.5172413793103448,378
est,200,ACC;SG,AT+ABL;PL,339,400,3.2941176470588234,6.176470588235294,1.8823529411764706,378
est,200,ACC;SG,AT+ABL;SG,400,400,2,2,1,378
est,200,ACC;SG,AT+ALL;PL,339,400,3.2941176470588234,6.176470588235294,1.8823529411764706,378
est,200,ACC;SG,AT+ALL;SG,400,400,2,2,1,378
est,200,ACC;SG,AT+ESS;PL,339,400,3.2941176470588234,4.9411764705882355,1.8823529411764706,378
est,200,ACC;SG,COM;PL,348,400,3.6363636363636362,4.818181818181818,2.272727272727273,378
est,200,ACC;SG,COM;SG,400,400,2,2,1,378
est,200,ACC;SG,FRML;PL,348,400,3.6363636363636362,4.818181818181818,2.272727272727273,378
est,200,ACC;SG,FRML;SG,400,400,2,2,1,378
est,200,ACC;SG,GEN;PL,346,400,3.6363636363636362,2.8181818181818183,1.8181818181818181,378
est,200,ACC;SG,IN+ABL;PL,339,400,3.2941176470588234,6.176470588235294,1.8823529411764706,378
est,200,ACC;SG,IN+ABL;SG,400,400,2,2,1,378
est,200,ACC;SG,IN+ALL;PL,340,400,3.2222222222222223,7.277777777777778,1.8333333333333333,378
est,200,ACC;SG,IN+ALL;SG,303,400,3.6,4.45,1.5,378
est,200,ACC;SG,IN+ESS;PL,340,400,3.2941176470588234,4.9411764705882355,1.8823529411764706,378
est,200,ACC;SG,IN+ESS;SG,400,400,2,1,1,378
est,200,ACC;SG,NOM;PL,400,400,2,1,1,378
est,200,ACC;SG,NOM;SG,247,400,2.5217391304347827,2.608695652173913,1.6956521739130435,378
est,200,ACC;SG,PRIV;PL,348,400,3.6363636363636362,4.818181818181818,2.272727272727273,378
est,200,ACC;SG,PRIV;SG,400,400,2,2,1,378
est,200,ACC;SG,PRT;PL,324,400,2.4,3.85,1.9,378
est,200,ACC;SG,PRT;SG,320,400,2.6666666666666665,3.0833333333333335,2.0833333333333335,378
est,200,ACC;SG,TERM;PL,345,400,3.8181818181818183,4.636363636363637,2.090909090909091,378
est,200,ACC;SG,TRANS;SG,400,400,2,2,1,378
est,200,AT+ABL;SG,AT+ABL;PL,345,400,4.470588235294118,4.411764705882353,1.8235294117647058,378
est,200,AT+ABL;SG,AT+ESS;PL,345,400,4.705882352941177,4.705882352941177,2.2941176470588234,378
est,200,AT+ABL;SG,COM;PL,346,400,4.181818181818182,6.2727272727272725,3,378
est,200,AT+ABL;SG,FRML;SG,400,400,2,4,2,378
est,200,AT+ABL;SG,IN+ALL;PL,338,400,3.6666666666666665,8.833333333333334,2.6666666666666665,378
est,200,AT+ABL;SG,IN+ESS;SG,400,400,2,3,2,378
est,200,AT+ABL;SG,PRIV;PL,348,400,5.090909090909091,5.363636363636363,3.5454545454545454,378
est,200,AT+ABL;SG,PRT;PL,321,400,2.3,5.95,2.2,378
est,200,AT+ALL;PL,AT+ABL;PL,391,400,3.3333333333333335,3.3333333333333335,3.3333333333333335,378
est,200,AT+ALL;PL,AT+ABL;SG,344,400,5.0588235294117645,5.705882352941177,3,378
est,200,AT+ALL;PL,AT+ESS;PL,392,400,3.3333333333333335,1.6666666666666667,1.6666666666666667,378
est,200,AT+ALL;PL,COM;PL,388,400,2.2857142857142856,8.428571428571429,2,378
est,200,AT+ALL;PL,FRML;SG,341,400,3.411764705882353,8.058823529411764,2.823529411764706,378
est,200,AT+ALL;PL,IN+ABL;SG,339,400,3.764705882352941,7.470588235294118,2.8823529411764706,378
est,200,AT+ALL;PL,IN+ALL;PL,388,400,4.5,6,2.75,378
est,200,AT+ALL;PL,IN+ESS;SG,335,400,3.6470588235294117,6.705882352941177,2.7058823529411766,378
est,200,AT+ALL;PL,PRIV;PL,388,400,2.5714285714285716,8.142857142857142,2.142857142857143,378
est,200,AT+ALL;PL,PRT;PL,317,400,4.615384615384615,6.230769230769231,3.0384615384615383,378
est,200,AT+ALL;SG,AT+ABL;PL,344,400,5.882352941176471,4.882352941176471,2.7058823529411766,378
est,200,AT+ALL;SG,AT+ABL;SG,400,400,2,2,2,378
est,200,AT+ALL;SG,AT+ALL;PL,345,400,4.470588235294118,4.411764705882353,1.8235294117647058,378
est,200,AT+ALL;SG,AT+ESS;PL,347,400,5.647058823529412,3.8823529411764706,2.1176470588235294,378
est,200,AT+ALL;SG,COM;PL,349,400,4.909090909090909,5.363636363636363,3.5454545454545454,378
est,200,AT+ALL;SG,FRML;PL,349,400,4.909090909090909,5.363636363636363,3.5454545454545454,378
est,200,AT+ALL;SG,FRML;SG,400,400,2,4,2,378
est,200,AT+ALL;SG,GEN;PL,350,400,5.2727272727272725,3.1818181818181817,2.3636363636363638,378
est,200,AT+ALL;SG,IN+ABL;SG,400,400,2,4,2,378
est,200,AT+ALL;SG,IN+ALL;PL,345,400,5,7.388888888888889,3.1666666666666665,378
est,200,AT+ALL;SG,IN+ESS;SG,400,400,2,3,2,378
est,200,AT+ALL;SG,NOM;SG,301,400,3.272727272727273,3.5454545454545454,1.8181818181818181,378
est,200,AT+ALL;SG,PRIV;PL,349,400,4.909090909090909,5.363636363636363,3.5454545454545454,378
est,200,AT+ALL;SG,PRIV;SG,400,400,2,4,2,378
est,200,AT+ALL;SG,PRT;PL,321,400,2.7,5.55,2.1,378
est,200,AT+ALL;SG,PRT;SG,347,400,3.230769230769231,4.076923076923077,2.3846153846153846,378
est,200,AT+ALL;SG,TRANS;SG,400,400,2,4,2,378
est,200,AT+ESS;PL,AT+ABL;PL,394,400,3.3333333333333335,1.6666666666666667,1.6666666666666667,378
est,200,AT+ESS;PL,IN+ALL;PL,389,400,3,7,2.75,378
est,200,AT+ESS;PL,IN+ESS;SG,337,400,3.6470588235294117,5.470588235294118,2.7058823529411766,378
est,200,AT+ESS;SG,ACC;SG,400,400,2,1,1,378
est,200,AT+ESS;SG,AT+ABL;PL,339,400,4.470588235294118,5.294117647058823,2.4705882352941178,378
est,200,AT+ESS;SG,AT+ABL;SG,400,400,2,1,1,378
est,200,AT+ESS;SG,AT+ALL;PL,339,400,4.470588235294118,5.294117647058823,2.4705882352941178,378
est,200,AT+ESS;SG,AT+ALL;SG,400,400,2,1,1,378
est,200,AT+ESS;SG,AT+ESS;PL,339,400,4.470588235294118,4.0588235294117645,1.8235294117647058,378
est,200,AT+ESS;SG,COM;PL,343,400,3.8181818181818183,5.636363636363637,2.909090909090909,378
est,200,AT+ESS;SG,COM;SG,400,400,2,3,2,378
est,200,AT+ESS;SG,FRML;PL,343,400,3.8181818181818183,5.636363636363637,2.909090909090909,378
est,200,AT+ESS;SG,FRML;SG,400,400,2,3,2,378
est,200,AT+ESS;SG,GEN;PL,343,400,3.272727272727273,4.181818181818182,2.4545454545454546,378
est,200,AT+ESS;SG,IN+ABL;PL,335,400,3.411764705882353,7.0588235294117645,2.6470588235294117,378
est,200,AT+ESS;SG,IN+ABL;SG,400,400,2,3,2,378
est,200,AT+ESS;SG,IN+ALL;PL,336,400,3.3333333333333335,8.166666666666666,2.5555555555555554,378
est,200,AT+ESS;SG,IN+ALL;SG,317,400,2.5833333333333335,5.833333333333333,2.25,378
est,200,AT+ESS;SG,IN+ESS;PL,337,400,3.411764705882353,5.823529411764706,2.6470588235294117,378
est,200,AT+ESS;SG,IN+ESS;SG,400,400,2,2,2,378
est,200,AT+ESS;SG,NOM;PL,400,400,2,2,2,378
est,200,AT+ESS;SG,NOM;SG,302,400,2.909090909090909,2.909090909090909,1.7727272727272727,378
est,200,AT+ESS;SG,PRIV;PL,343,400,3.8181818181818183,5.636363636363637,2.909090909090909,378
est,200,AT+ESS;SG,PRIV;SG,400,400,2,3,2,378
est,200,AT+ESS;SG,PRT;PL,320,400,2.4,4.85,2.25,378
est,200,AT+ESS;SG,PRT;SG,344,400,2.923076923076923,3.3846153846153846,2.076923076923077,378
est,200,AT+ESS;SG,TERM;PL,343,400,4,5.454545454545454,2.909090909090909,378
est,200,AT+ESS;SG,TRANS;PL,334,400,3.411764705882353,7.0588235294117645,2.6470588235294117,378
est,200,AT+ESS;SG,TRANS;SG,400,400,2,3,2,378
est,200,COM;PL,AT+ABL;PL,388,400,2.2857142857142856,8.428571428571429,2,378
est,200,COM;PL,AT+ESS;PL,388,400,2.2857142857142856,6.857142857142857,2,378
est,200,COM;PL,IN+ALL;PL,386,400,2.25,9.875,1.875,378
est,200,COM;PL,IN+ESS;SG,343,400,3.6363636363636362,5.636363636363637,3,378
est,200,COM;SG,AT+ABL;PL,345,400,3.411764705882353,8.058823529411764,2.823529411764706,378
est,200,COM;SG,AT+ABL;SG,400,400,2,4,2,378
est,200,COM;SG,AT+ALL;PL,345,400,3.411764705882353,8.058823529411764,2.823529411764706,378
est,200,COM;SG,AT+ALL;SG,400,400,2,4,2,378
est,200,COM;SG,AT+ESS;PL,344,400,3.0588235294117645,7.176470588235294,2.588235294117647,378
est,200,COM;SG,COM;PL,351,400,4.909090909090909,2.8181818181818183,1.8181818181818181,378
est,200,COM;SG,FRML;PL,352,400,5.636363636363637,4.818181818181818,3.090909090909091,378
est,200,COM;SG,FRML;SG,400,400,4,2,2,378
est,200,COM;SG,GEN;PL,353,400,3.272727272727273,5.363636363636363,2.727272727272727,378
est,200,COM;SG,IN+ABL;PL,345,400,3.411764705882353,8.058823529411764,2.823529411764706,378
est,200,COM;SG,IN+ABL;SG,400,400,2,4,2,378
est,200,COM;SG,IN+ALL;PL,346,400,3.3333333333333335,9.166666666666666,2.7222222222222223,378
est,200,COM;SG,IN+ALL;SG,318,400,4,5.9523809523809526,2.6666666666666665,378
est,200,COM;SG,IN+ESS;PL,345,400,3.0588235294117645,7.176470588235294,2.588235294117647,378
est,200,COM;SG,IN+ESS;SG,400,400,2,3,2,378
est,200,COM;SG,NOM;PL,400,400,2,3,2,378
est,200,COM;SG,NOM;SG,305,400,3.272727272727273,3.6363636363636362,1.7727272727272727,378
est,200,COM;SG,PRIV;PL,352,400,5.636363636363637,4.818181818181818,3.090909090909091,378
est,200,COM;SG,PRIV;SG,400,400,4,2,2,378
est,200,COM;SG,PRT;PL,322,400,2.4,5.85,2.2,378
est,200,COM;SG,PRT;SG,344,400,3.6923076923076925,3.769230769230769,2.1538461538461537,378
est,200,COM;SG,TERM;PL,348,400,3.8181818181818183,6.636363636363637,3.090909090909091,378
est,200,COM;SG,TRANS;SG,400,400,2,4,2,378
est,200,FRML;PL,AT+ABL;PL,388,400,2.2857142857142856,8.428571428571429,2,378
est,200,FRML;PL,AT+ABL;SG,346,400,4.181818181818182,6.2727272727272725,3,378
est,200,FRML;PL,AT+ALL;PL,388,400,2.2857142857142856,8.428571428571429,2,378
est,200,FRML;PL,AT+ESS;PL,388,400,2.2857142857142856,6.857142857142857,2,378
est,200,FRML;PL,COM;PL,400,400,4,2,2,378
est,200,FRML;PL,FRML;SG,351,400,4.909090909090909,2.8181818181818183,1.8181818181818181,378
est,200,FRML;PL,IN+ABL;SG,346,400,3.8181818181818183,6.2727272727272725,3,378
est,200,FRML;PL,IN+ALL;PL,386,400,2.25,9.875,1.875,378
est,200,FRML;PL,IN+ESS;SG,343,400,3.6363636363636362,5.636363636363637,3,378
est,200,FRML;PL,PRIV;PL,400,400,4,2,2,378
est,200,FRML;PL,PRT;PL,317,400,3.8846153846153846,6.230769230769231,2.730769230769231,378
est,200,FRML;SG,AT+ABL;PL,341,400,3.411764705882353,8.058823529411764,2.823529411764706,378
est,200,FRML;SG,AT+ESS;PL,341,400,3.0588235294117645,7.176470588235294,2.588235294117647,378
est,200,FRML;SG,COM;PL,348,400,5.636363636363637,4.818181818181818,3.090909090909091,378
est,200,FRML;SG,IN+ALL;PL,342,400,3.3333333333333335,9.166666666666666,2.7222222222222223,378
est,200,FRML;SG,IN+ESS;SG,400,400,2,3,2,378
est,200,GEN;PL,AT+ABL;PL,388,400,2,6.714285714285714,1,378
est,200,GEN;PL,AT+ABL;SG,350,400,3.8181818181818183,4.636363636363637,2.727272727272727,378
est,200,GEN;PL,AT+ALL;PL,388,400,2,6.714285714285714,1,378
est,200,GEN;PL,AT+ESS;PL,388,400,2,5.142857142857143,1,378
est,200,GEN;PL,COM;PL,400,400,2,2,1,378
est,200,GEN;PL,FRML;PL,400,400,2,2,1,378
est,200,GEN;PL,FRML;SG,352,400,3.272727272727273,5.363636363636363,2.727272727272727,378
est,200,GEN;PL,IN+ABL;SG,351,400,3.272727272727273,5,2.6363636363636362,378
est,200,GEN;PL,IN+ALL;PL,386,400,2,8.125,1,378
est,200,GEN;PL,IN+ESS;SG,343,400,3.090909090909091,4.181818181818182,2.5454545454545454,378
est,200,GEN;PL,PRIV;PL,400,400,2,2,1,378
est,200,GEN;PL,PRT;PL,323,400,4.076923076923077,4.115384615384615,2.3461538461538463,378
est,200,IN+ABL;PL,AT+ABL;PL,389,400,5.333333333333333,3.3333333333333335,3.3333333333333335,378
est,200,IN+ABL;PL,AT+ABL;SG,341,400,5.294117647058823,6.176470588235294,3,378
est,200,IN+ABL;PL,AT+ALL;PL,388,400,3.3333333333333335,6.666666666666667,3.3333333333333335,378
est,200,IN+ABL;PL,AT+ALL;SG,342,400,4.588235294117647,6.764705882352941,3.2941176470588234,378
est,200,IN+ABL;PL,AT+ESS;PL,389,400,3.3333333333333335,5,3.3333333333333335,378
est,200,IN+ABL;PL,COM;PL,388,400,2.2857142857142856,8.428571428571429,2,378
est,200,IN+ABL;PL,FRML;PL,388,400,2.2857142857142856,8.428571428571429,2,378
est,200,IN+ABL;PL,FRML;SG,341,400,3.411764705882353,8.058823529411764,2.823529411764706,378
est,200,IN+ABL;PL,GEN;PL,388,400,2,6.714285714285714,1,378
est,200,IN+ABL;PL,IN+ABL;SG,345,400,4.352941176470588,4.411764705882353,1.8235294117647058,378
est,200,IN+ABL;PL,IN+ALL;PL,386,400,3,6,2.75,378
est,200,IN+ABL;PL,IN+ESS;SG,339,400,4.352941176470588,5.294117647058823,2.411764705882353,378
est,200,IN+ABL;PL,NOM;PL,339,400,3.6470588235294117,6.117647058823529,2.235294117647059,378
est,200,IN+ABL;PL,NOM;SG,302,400,3.217391304347826,6.130434782608695,2.0434782608695654,378
est,200,IN+ABL;PL,PRIV;PL,388,400,3.7142857142857144,7,2.5714285714285716,378
est,200,IN+ABL;PL,PRIV;SG,343,400,4.9411764705882355,6.411764705882353,3.1176470588235294,378
est,200,IN+ABL;PL,PRT;PL,317,400,4.846153846153846,6,3.1923076923076925,378
est,200,IN+ABL;PL,PRT;SG,359,400,2.727272727272727,6.181818181818182,1.4545454545454546,378
est,200,IN+ABL;PL,TERM;PL,388,400,3.4285714285714284,7.285714285714286,2.5714285714285716,378
est,200,IN+ABL;PL,TRANS;SG,341,400,4.705882352941177,6.764705882352941,3.4705882352941178,378
est,200,IN+ABL;SG,AT+ABL;PL,341,400,5.411764705882353,5.823529411764706,2.823529411764706,378
est,200,IN+ABL;SG,AT+ABL;SG,400,400,4,2,2,378
est,200,IN+ABL;SG,AT+ESS;PL,340,400,3.6470588235294117,6.352941176470588,2.7058823529411766,378
est,200,IN+ABL;SG,COM;PL,346,400,3.8181818181818183,6.2727272727272725,3,378
est,200,IN+ABL;SG,FRML;SG,400,400,2,4,2,378
est,200,IN+ABL;SG,IN+ALL;PL,345,400,4.666666666666667,6.944444444444445,2.888888888888889,378
est,200,IN+ABL;SG,IN+ESS;SG,400,400,2,1,1,378
est,200,IN+ABL;SG,PRIV;PL,348,400,4.7272727272727275,5.363636363636363,3.5454545454545454,378
est,200,IN+ABL;SG,PRT;PL,320,400,2.7,5.35,2.4,378
est,200,IN+ALL;PL,AT+ABL;PL,389,400,3,8.5,2.75,378
est,200,IN+ALL;SG,AT+ABL;PL,295,400,4.774193548387097,6.870967741935484,3.3548387096774195,378
est,200,IN+ALL;SG,AT+ABL;SG,319,400,3.7142857142857144,6.0476190476190474,2.3333333333333335,378
est,200,IN+ALL;SG,AT+ALL;PL,296,400,4.838709677419355,6.612903225806452,2.870967741935484,378
est,200,IN+ALL;SG,AT+ALL;SG,317,400,4.571428571428571,5.190476190476191,2.4761904761904763,378
est,200,IN+ALL;SG,AT+ESS;PL,300,400,4.466666666666667,6.133333333333334,3.1333333333333333,378
est,200,IN+ALL;SG,COM;PL,296,400,4.666666666666667,6.733333333333333,3.2,378
est,200,IN+ALL;SG,FRML;PL,295,400,4.666666666666667,6.666666666666667,3.1666666666666665,378
est,200,IN+ALL;SG,FRML;SG,318,400,4.190476190476191,5.761904761904762,2.619047619047619,378
est,200,IN+ALL;SG,GEN;PL,302,400,4.8,4.6,2.433333333333333,378
est,200,IN+ALL;SG,IN+ABL;PL,293,400,5.333333333333333,6.133333333333334,3.7,378
est,200,IN+ALL;SG,IN+ABL;SG,317,400,4.095238095238095,5.095238095238095,2.4761904761904763,378
est,200,IN+ALL;SG,IN+ALL;PL,294,400,4.774193548387097,5.419354838709677,2.4838709677419355,378
est,200,IN+ALL;SG,IN+ESS;SG,317,400,2.9166666666666665,5,2,378
est,200,IN+ALL;SG,NOM;PL,317,400,2.6666666666666665,5.833333333333333,2.2916666666666665,378
est,200,IN+ALL;SG,NOM;SG,245,400,3.4146341463414633,4.317073170731708,1.7073170731707317,378
est,200,IN+ALL;SG,PRIV;PL,296,400,4.8,6.533333333333333,3.1666666666666665,378
est,200,IN+ALL;SG,PRIV;SG,318,400,4.476190476190476,5.380952380952381,2.4761904761904763,378
est,200,IN+ALL;SG,PRT;PL,297,400,3.588235294117647,5.735294117647059,2.5294117647058822,378
est,200,IN+ALL;SG,PRT;SG,274,400,3.3548387096774195,4.709677419354839,1.967741935483871,378
est,200,IN+ALL;SG,TERM;PL,294,400,4.645161290322581,6.677419355,3.129032258064516,378
est,200,IN+ALL;SG,TRANS;SG,319,400,4.571428571428571,5.190476190476191,2.857142857142857,378
est,200,IN+ESS;PL,AT+ABL;PL,391,400,3.3333333333333335,5,3.3333333333333335,378
est,200,IN+ESS;PL,AT+ABL;SG,340,400,3.6470588235294117,6.588235294117647,2.588235294117647,378
est,200,IN+ESS;PL,AT+ALL;PL,390,400,3.3333333333333335,5,3.3333333333333335,378
est,200,IN+ESS;PL,AT+ALL;SG,344,400,4.588235294117647,5.647058823529412,3.0588235294117645,378
est,200,IN+ESS;PL,AT+ESS;PL,391,400,3.3333333333333335,3.3333333333333335,3.3333333333333335,378
est,200,IN+ESS;PL,COM;PL,388,400,2.2857142857142856,6.857142857142857,2,378
est,200,IN+ESS;PL,FRML;PL,388,400,2.2857142857142856,6.857142857142857,2,378
est,200,IN+ESS;PL,FRML;SG,342,400,3.0588235294117645,7.176470588235294,2.588235294117647,378
est,200,IN+ESS;PL,GEN;PL,388,400,2,5.142857142857143,1,378
est,200,IN+ESS;PL,IN+ABL;PL,396,400,3.3333333333333335,1.6666666666666667,1.6666666666666667,378
est,200,IN+ESS;PL,IN+ABL;SG,344,400,4.470588235294118,4.705882352941177,2.2941176470588234,378
est,200,IN+ESS;PL,IN+ALL;PL,389,400,3,4.5,1.5,378
est,200,IN+ESS;PL,IN+ALL;SG,295,400,5.333333333333333,4.933333333333334,2.8666666666666667,378
est,200,IN+ESS;PL,IN+ESS;SG,340,400,4.352941176470588,4.0588235294117645,1.8235294117647058,378
est,200,IN+ESS;PL,NOM;PL,340,400,3.6470588235294117,4.882352941176471,2.235294117647059,378
est,200,IN+ESS;PL,NOM;SG,303,400,3.217391304347826,4.956521739130435,2,378
est,200,IN+ESS;PL,PRIV;PL,388,400,2.5714285714285716,6.571428571428571,2.142857142857143,378
est,200,IN+ESS;PL,PRIV;SG,341,400,3.5294117647058822,6.470588235294118,2.7058823529411766,378
est,200,IN+ESS;PL,PRT;PL,315,400,4.884615384615385,4.923076923076923,2.923076923076923,378
est,200,IN+ESS;PL,PRT;SG,358,400,2.3636363636363638,5.181818181818182,1.5454545454545454,378
est,200,IN+ESS;PL,TERM;PL,388,400,3.4285714285714284,5.714285714285714,2.5714285714285716,378
est,200,IN+ESS;PL,TRANS;SG,342,400,4.823529411764706,5.411764705882353,2.764705882352941,378
est,200,IN+ESS;SG,AT+ABL;PL,336,400,3.6470588235294117,6.705882352941177,2.7058823529411766,378
est,200,IN+ESS;SG,IN+ALL;PL,340,400,4.222222222222222,6.5,2.3333333333333335,378
est,200,NOM;PL,AT+ABL;PL,339,400,3.6470588235294117,6.117647058823529,2.235294117647059,378
est,200,NOM;PL,AT+ABL;SG,400,400,2,3,2,378
est,200,NOM;PL,AT+ALL;PL,339,400,3.6470588235294117,6.117647058823529,2.235294117647059,378
est,200,NOM;PL,AT+ALL;SG,400,400,2,3,2,378
est,200,NOM;PL,AT+ESS;PL,339,400,3.6470588235294117,4.882352941176471,2.235294117647059,378
est,200,NOM;PL,COM;PL,345,400,4.181818181818182,4.7272727272727275,2.5454545454545454,378
est,200,NOM;PL,FRML;PL,345,400,4.181818181818182,4.7272727272727275,2.5454545454545454,378
est,200,NOM;PL,FRML;SG,400,400,2,3,2,378
est,200,NOM;PL,GEN;PL,345,400,3.090909090909091,3.8181818181818183,2.3636363636363638,378
est,200,NOM;PL,IN+ABL;SG,400,400,2,3,2,378
est,200,NOM;PL,IN+ALL;PL,340,400,3.5555555555555554,7.277777777777778,2.1666666666666665,378
est,200,NOM;PL,IN+ESS;SG,400,400,2,2,2,378
est,200,NOM;PL,NOM;SG,307,400,2.909090909090909,3,1.8636363636363635,378
est,200,NOM;PL,PRIV;PL,345,400,4.181818181818182,4.7272727272727275,2.5454545454545454,378
est,200,NOM;PL,PRIV;SG,400,400,2,3,2,378
est,200,NOM;PL,PRT;PL,321,400,3.5,3.65,1.85,378
est,200,NOM;PL,PRT;SG,299,400,2.5,4.166666666666667,2.4166666666666665,378
est,200,NOM;PL,TERM;PL,345,400,4.181818181818182,4.7272727272727275,2.5454545454545454,378
est,200,NOM;PL,TRANS;SG,400,400,2,3,2,378
est,200,NOM;SG,AT+ABL;PL,301,400,2.9565217391304346,5.956521739130435,1.826086956521739,378
est,200,NOM;SG,AT+ABL;SG,301,400,3.090909090909091,3.727272727272727,1.9090909090909092,378
est,200,NOM;SG,AT+ALL;PL,302,400,2.9565217391304346,5.956521739130435,1.826086956521739,378
est,200,NOM;SG,AT+ESS;PL,302,400,2.9565217391304346,4.782608695652174,1.6956521739130435,378
est,200,NOM;SG,COM;PL,309,400,3.111111111111111,5.444444444444445,2.111111111111111,378
est,200,NOM;SG,FRML;PL,309,400,3.2222222222222223,5.222222222222222,2,378
est,200,NOM;SG,FRML;SG,303,400,3.1818181818181817,3.727272727272727,1.8181818181818181,378
est,200,NOM;SG,GEN;PL,310,400,3.125,3.25,1.6875,378
est,200,NOM;SG,IN+ABL;SG,303,400,3.1818181818181817,3.5454545454545454,1.8181818181818181,378
est,200,NOM;SG,IN+ALL;PL,301,400,3.1666666666666665,7.208333333333333,2,378
est,200,NOM;SG,IN+ESS;SG,296,400,2.857142857142857,3.0476190476190474,1.7619047619047619,378
est,200,NOM;SG,PRIV;PL,309,400,3,5.555555555555555,2.1666666666666665,378
est,200,NOM;SG,PRT;PL,262,400,2.9444444444444446,3.5,1.8333333333333333,378
